id_title,imdb_score,num_critic_for_reviews,num_user_for_reviews,num_voted_users
987,"5,9",143,259,74315
988,"6,5",124,157,45895
989,"4,4",47,140,17997
990,"3,5",66,177,20310
991,"6,6",118,548,176169
992,"6,0",93,106,30890
993,"6,4",235,194,58349
994,"6,5",113,226,26034
995,"7,8",14,33,4438
996,"4,3",51,118,34896
997,"4,2",98,65,11257
998,"6,5",315,323,80140
999,"6,1",136,302,43574
1000,"6,3",61,84,62981
1001,"6,2",209,392,86374
1002,"5,9",99,150,18404
1003,"5,9",298,347,92461
1004,"6,5",131,286,49926
1005,"6,4",146,260,34356
1006,"6,5",245,190,80196
1007,"5,7",104,227,54021
1008,"7,5",4,22,7945
1009,"8,0",162,514,128455
1010,"7,3",259,632,139535
1011,"6,7",79,47,3077
1012,"7,5",141,420,88270
1013,"5,4",59,94,19829
1014,"6,6",236,205,76010
1015,"7,7",356,398,189249
1016,"5,8",120,208,63599
1017,"6,4",111,390,55889
1018,"5,6",208,274,85237
1019,"6,0",174,137,46239
1020,"6,2",59,73,16562
1021,"5,9",22,78,33186
1022,"5,1",34,90,12037
1023,"6,8",214,127,38513
1024,"7,0",28,149,33535
1025,"6,0",186,374,58015
1026,"5,1",50,70,9227
1027,"5,8",180,245,113483
1028,"6,2",231,258,67796
1029,"6,4",105,341,34730
1030,"4,8",226,150,34964
1031,"4,9",75,93,15880
1032,"5,6",82,91,8070
1033,"5,5",296,211,81800
1034,"3,7",103,179,19824
1035,"5,9",98,294,77684
1036,"8,5",30,148,50391
1037,"6,3",48,113,14429
1038,"7,4",195,209,90932
1039,"7,6",223,867,170684
1040,"8,3",149,477,515306
1041,"6,6",324,226,70886
1042,"6,9",371,627,172965
1043,"6,7",75,397,120202
1044,"6,8",233,850,206104
1045,"4,6",32,32,1263
1046,"7,1",150,560,137854
1047,"6,4",172,185,40568
1048,"6,4",103,497,93367
1049,"7,4",140,537,148490
1050,"6,4",125,316,64595
1051,"6,0",125,254,81888
1052,"6,5",36,84,12771
1053,"7,8",295,560,237872
1054,"6,0",222,323,133436
1055,"7,0",158,307,71708
1056,"6,0",72,345,122347
1057,"7,8",34,55,5639
1058,"6,1",72,164,47819
1059,"6,8",152,419,73068
1060,"6,4",89,210,22447
1061,"7,7",145,376,172489
1062,"8,1",144,236,54057
1063,"4,5",93,71,8693
1064,"5,8",46,97,11913
1065,"6,3",84,169,98199
1066,"5,7",142,343,47573
1067,"7,2",185,651,218771
1068,"7,6",143,286,97838
1069,"4,7",178,176,45729
1070,"6,6",65,107,40126
1071,"6,8",73,243,220392
1072,"7,3",72,29,2581
1073,"2,7",10,16,491
1074,"4,8",35,85,60884
1075,"6,3",358,461,238671
1076,"5,5",151,347,111526
1077,"6,2",140,370,137377
1078,"5,8",201,212,85323
1079,"5,7",77,152,53687
1080,"6,5",43,89,59569
1081,"6,7",39,94,45798
1082,"7,4",207,310,184795
1083,"6,9",47,137,81442
1084,"5,5",132,228,43358
1085,"8,1",454,620,383591
1086,"7,7",109,633,305929
1087,"7,3",213,609,123558
1088,"5,2",127,548,119590
1089,"7,1",398,252,75176
1090,"7,1",184,582,191437
1091,"7,2",127,209,92702
1092,"6,5",167,350,57281
1093,"4,6",119,271,73539
1094,"5,6",155,379,90539
1095,"7,7",218,1004,318634
1096,"7,2",117,317,211226
1097,"6,8",208,541,124765
1098,"5,4",38,116,50148
1099,"6,3",48,73,37911
1100,"7,2",8,61,5888
1101,"5,6",94,118,30255
1102,"6,8",276,1053,155745
1103,"4,3",59,91,9380
1104,"6,3",216,348,149549
1105,"6,5",173,184,87165
1106,"6,4",99,116,21215
1107,"6,3",42,69,32544
1108,"5,9",25,47,20688
1109,"6,5",339,269,104301
1110,"6,5",127,355,79141
1111,"6,1",122,285,114692
1112,"5,9",105,70,30055
1113,"6,6",144,569,97087
1114,"7,4",156,524,91860
1115,"7,3",323,414,152591
1116,"6,6",199,305,112769
1117,"5,6",164,214,81523
1118,"5,3",39,80,15455
1119,"6,0",43,81,24757
1120,"5,4",82,55,16580
1121,"6,8",150,531,42621
1122,"6,4",168,409,35140
1123,"7,1",432,588,203461
1124,"4,9",60,148,27648
1125,"5,8",85,183,11388
1126,"7,1",83,161,23996
1127,"7,2",343,349,132423
1128,"6,0",106,273,26551
1129,"6,0",158,182,15697
1130,"7,0",189,229,36455
1131,"5,4",125,154,48245
1132,"6,5",87,186,17307
1133,"6,4",115,115,19114
1134,"8,3",23,47,15762
1135,"4,9",24,41,3803
1136,"6,3",152,142,89568
1137,"1,7",12,66,4377
1138,"7,7",656,695,452465
1139,"7,8",119,270,213668
1140,"5,5",161,135,96565
1141,"7,5",73,259,154487
1142,"6,4",96,217,117606
1143,"5,6",28,62,13995
1144,"7,5",105,147,90360
1145,"6,8",102,189,9830
1146,"6,8",206,502,156225
1147,"6,0",159,91,28618
1148,"7,3",137,297,73006
1149,"6,0",116,194,34597
1150,"7,0",177,303,85198
1151,"5,1",99,403,46158
1152,"6,8",56,142,88844
1153,"6,5",117,75,47364
1154,"6,6",252,181,117999
1155,"7,2",375,345,408302
1156,"7,0",150,602,203269
1157,"7,0",187,358,140499
1158,"5,9",108,268,106909
1159,"5,4",21,41,20183
1160,"6,6",270,380,133177
1161,"7,0",72,192,21554
1162,"6,5",154,112,74169
1163,"6,3",114,175,30077
1164,"6,5",27,71,11453
1165,"6,5",166,460,63677
1166,"5,8",288,396,119622
1167,"6,6",117,317,74009
1168,"5,4",291,283,91151
1169,"6,1",151,265,42547
1170,"4,0",36,290,38203
1171,"7,6",168,437,248123
1172,"7,9",283,841,149414
1173,"5,3",127,169,34203
1174,"6,6",293,835,247020
1175,"6,3",95,102,22309
1176,"7,5",4,18,1558
1177,"7,2",213,71,24657
1178,"7,0",119,564,187181
1179,"4,9",9,5,590
1180,"6,9",167,658,137003
1181,"5,2",98,132,29861
1182,"8,1",234,2073,704766
1183,"6,6",258,153,125198
1184,"6,2",108,125,34809
1185,"7,2",81,235,126907
1186,"7,3",538,751,358416
1187,"6,7",224,273,227824
1188,"6,4",129,336,56646
1189,"7,8",125,327,340085
1190,"6,4",433,918,327367
1191,"4,1",362,1360,220020
1192,"4,1",93,188,40227
1193,"7,4",71,236,99558
1194,"5,8",104,288,75152
1195,"7,6",319,420,203963
1196,"7,2",41,166,71754
1197,"7,8",300,279,64989
1198,"7,7",556,696,479453
1199,"6,4",161,203,132048
1200,"5,1",151,410,93748
1201,"5,5",212,734,98535
1202,"7,4",111,263,283480
1203,"6,0",173,144,85629
1204,"7,5",181,654,143835
1205,"7,0",252,277,79264
1206,"7,5",216,200,66511
1207,"7,3",203,696,137891
1208,"5,7",218,285,97045
1209,"7,3",118,263,48806
1210,"7,2",241,304,130661
1211,"5,9",119,58,28621
1212,"7,8",89,382,113068
1213,"7,7",209,433,110394
1214,"8,1",374,1732,656640
1215,"6,6",235,422,127528
1216,"7,1",215,215,166194
1217,"5,9",109,426,109445
1218,"8,0",125,442,113472
1219,"4,6",65,82,31968
1220,"6,1",125,344,87351
1221,"7,2",322,351,103589
1222,"6,4",191,185,146899
1223,"6,0",191,189,104481
1224,"5,2",221,290,75345
1225,"7,6",459,355,178118
1226,"6,4",131,411,86902
1227,"6,4",222,197,147317
1228,"6,1",118,211,35508
1229,"6,1",100,139,77415
1230,"5,2",70,209,52805
1231,"7,7",138,544,104991
1232,"7,3",274,203,173848
1233,"6,9",349,332,210542
1234,"8,5",341,1100,844052
1235,"6,3",196,187,114294
1236,"5,9",83,44,20615
1237,"7,8",283,1043,236000
1238,"6,7",105,271,69457
1239,"6,4",351,619,171418
1240,"5,9",16,34,7900
1241,"6,6",195,531,147504
1242,"6,8",175,548,114321
1243,"6,5",193,371,87447
1244,"6,6",169,110,37398
1245,"5,8",128,101,54421
1246,"6,9",249,190,25465
1247,"7,1",91,141,46221
1248,"5,8",207,376,89557
1249,"7,2",77,227,56509
1250,"6,0",25,56,17443
1251,"4,7",211,998,92789
1252,"5,2",19,39,49612
1253,"5,5",101,180,20201
1254,"6,5",175,291,81334
1255,"7,0",342,334,192462
1256,"5,8",147,103,30394
1257,"6,2",420,518,104119
1258,"6,5",138,587,104564
1259,"7,2",82,209,68159
1260,"5,1",201,158,84382
1261,"4,7",82,130,10132
1262,"5,9",277,227,83788
1263,"5,8",90,117,29968
1264,"7,2",157,660,95860
1265,"6,2",124,208,36223
1266,"7,4",3,43,8495
1267,"5,7",146,101,50199
1268,"6,1",303,416,136093
1269,"6,0",70,146,18723
1270,"6,9",283,341,81298
1271,"6,5",212,156,58871
1272,"5,0",98,284,35834
1273,"5,7",110,167,25346
1274,"7,0",146,754,41685
1275,"5,1",100,188,12093
1276,"5,3",62,105,10446
1277,"4,4",70,164,26051
1278,"4,7",107,291,12856
1279,"6,7",169,252,84357
1280,"6,7",94,274,70292
1281,"5,7",190,178,37412
1282,"7,4",112,223,67797
1283,"6,1",12,61,13830
1284,"6,4",201,203,76498
1285,"6,2",34,67,11156
1286,"6,2",104,166,21319
1287,"5,9",55,106,11232
1288,"4,0",86,207,23747
1289,"6,2",50,60,16741
1290,"4,6",181,450,49874
1291,"6,4",260,619,79892
1292,"5,9",40,60,14226
1293,"5,1",102,284,27305
1294,"7,6",371,322,145270
1295,"4,2",49,126,8692
1296,"7,8",335,245,139114
1297,"5,8",86,128,19364
1298,"5,9",40,66,17365
1299,"8,4",242,1314,534262
1300,"4,8",70,111,17722
1301,"6,2",135,146,43442
1302,"6,5",125,66,15231
1303,"6,3",54,111,10413
1304,"3,3",104,388,17309
1305,"5,9",157,157,35990
1306,"6,0",159,91,28618
1307,"5,8",78,147,46205
1308,"6,5",88,25,7794
1309,"4,7",32,70,2933
1310,"4,1",75,162,24216
1311,"6,8",219,310,121432
1312,"6,2",83,207,19986
1313,"4,5",53,82,4821
1314,"5,8",61,98,15130
1315,"7,3",308,801,190132
1316,"5,9",70,93,30842
1317,"4,4",41,26,2458
1318,"5,8",224,110,28429
1319,"5,1",66,187,20201
1320,"6,9",253,491,186982
1321,"6,2",79,223,54650
1322,"6,9",94,90,22010
1323,"7,3",77,211,65474
1324,"7,1",106,61,22897
1325,"6,0",30,32,3322
1326,"7,0",488,514,181472
1327,"6,8",63,40,15790
1328,"5,7",42,39,3789
1329,"7,6",118,545,136580
1330,"8,4",44,410,62756
1331,"7,1",214,234,114925
1332,"5,6",110,184,32412
1333,"6,7",187,988,272227
1334,"7,0",370,165,73886
1335,"8,0",276,1594,242599
1336,"5,3",76,50,5917
1337,"4,9",95,224,49934
1338,"6,4",211,115,46480
1339,"7,4",160,105,36894
1340,"6,1",97,392,83786
1341,"6,5",174,169,163665
1342,"5,7",23,73,17810
1343,"5,1",103,107,44885
1344,"6,6",98,249,60504
1345,"6,5",273,111,24557
1346,"6,9",279,260,95367
1347,"7,8",22,86,38383
1348,"6,4",4,18,2169
1349,"7,6",65,265,76016
1350,"5,6",98,234,30667
1351,"6,2",116,216,44168
1352,"4,4",76,123,23473
1353,"5,6",106,180,19686
1354,"5,5",55,85,8433
1355,"6,7",172,638,137722
1356,"6,1",47,75,14066
1357,"6,2",107,191,34592
1358,"7,3",323,275,86955
1359,"6,6",37,89,17859
1360,"8,2",297,911,258078
1361,"6,4",302,343,125305
1362,"6,4",38,81,9740
1363,"5,2",31,67,4757
1364,"6,5",118,102,52908
1365,"7,1",546,405,105144
1366,"4,8",21,28,6691
1367,"7,3",86,45,16673
1368,"5,2",194,266,55617
1369,"7,7",437,362,146708
1370,"7,6",378,420,280228
1371,"5,7",170,89,57266
1372,"7,0",341,545,248468
1373,"6,0",139,110,28109
1374,"8,1",393,475,312629
1375,"8,0",224,1437,241030
1376,"5,6",203,176,75347
1377,"6,1",148,83,39440
1378,"6,9",131,86,17948
1379,"5,2",350,1535,348007
1380,"7,0",129,394,98899
1381,"6,3",40,144,60572
1382,"7,0",289,301,316671
1383,"5,3",14,21,4387
1384,"6,9",72,218,38399
1385,"6,2",89,214,48636
1386,"6,4",265,243,139184
1387,"6,4",54,33,6069
1388,"5,7",126,212,31113
1389,"6,1",110,135,38348
1390,"5,4",138,172,39778
1391,"6,7",31,57,8531
1392,"6,8",95,194,12375
1393,"6,0",267,197,75864
1394,"7,8",175,641,220591
1395,"5,3",63,64,1977
1396,"4,5",85,45,8860
1397,"5,4",44,80,15046
1398,"7,8",334,626,583341
1399,"7,2",78,45,21912
1400,"6,6",199,784,181225
1401,"7,6",186,817,269033
1402,"5,9",77,53,3865
1403,"6,7",68,136,128010
1404,"7,7",261,420,223127
1405,"5,8",5,30,2185
1406,"5,4",122,205,84325
1407,"6,9",340,387,353442
1408,"7,7",493,724,240962
1409,"6,8",208,631,286178
1410,"6,4",134,405,63330
1411,"5,7",275,232,97664
1412,"7,3",120,261,127503
1413,"6,8",144,278,191470
1414,"6,3",332,309,94241
1415,"5,9",104,160,33887
1416,"7,4",116,457,142067
1417,"8,3",177,625,414219
1418,"6,2",127,217,61321
1419,"6,3",83,138,32416
1420,"5,8",97,140,61018
1421,"7,5",256,668,149285
1422,"6,3",225,677,79877
1423,"6,4",83,244,125219
1424,"7,2",160,136,20827
1425,"6,3",191,211,53786
1426,"6,9",74,196,32370
1427,"6,6",238,194,270228
1428,"6,0",177,111,28041
1429,"7,5",405,306,117719
1430,"7,7",61,156,63923
1431,"6,2",285,248,104005
1432,"5,4",124,120,31191
1433,"6,6",164,169,119974
1434,"5,3",120,119,32157
1435,"5,6",90,209,40651
1436,"5,9",120,262,25883
1437,"7,8",117,234,225122
1438,"6,7",226,1138,198701
1439,"7,4",223,321,105446
1440,"6,2",193,400,84131
1441,"5,4",228,398,107772
1442,"6,7",360,463,304318
1443,"5,3",148,97,40654
1444,"5,9",128,153,48019
1445,"7,0",3,11,1641
1446,"4,8",46,164,30771
1447,"7,3",40,91,16323
1448,"3,8",63,282,53115
1449,"8,5",193,761,497946
1450,"6,8",208,541,124765
1451,"6,8",122,203,8143
1452,"5,3",228,576,94456
1453,"7,3",212,903,168314
1454,"6,6",392,279,102728
1455,"6,2",208,232,86205
1456,"5,2",137,695,43991
1457,"6,2",119,291,105478
1458,"6,2",195,245,40964
1459,"6,6",95,239,48621
1460,"6,4",100,247,38017
1461,"6,2",164,358,54346
1462,"5,1",211,151,28257
1463,"6,6",91,216,31751
1464,"6,1",44,57,16193
1465,"6,1",97,59,19230
1466,"6,6",32,68,17124
1467,"5,9",270,492,78256
1468,"6,3",89,244,47800
1469,"7,1",219,138,44788
1470,"5,0",180,173,65044
1471,"5,6",93,80,15788
1472,"7,4",173,335,54643
1473,"4,5",121,173,52052
1474,"6,2",298,134,63548
1475,"5,0",158,325,26126
1476,"6,5",248,178,95274
1477,"5,1",155,118,34948
1478,"6,5",105,215,28130
1479,"6,2",224,141,90046
1480,"6,3",129,173,51842
1481,"3,8",101,84,12399
1482,"5,2",145,82,11482
1483,"6,0",57,178,23351
1484,"6,2",227,298,41170
1485,"5,7",13,39,4795
1486,"6,7",171,200,55630
1487,"6,8",119,208,28542
1488,"6,0",44,162,12077
1489,"7,3",188,100,44931
1490,"5,5",166,142,31918
1491,"6,7",584,975,136367
1492,"4,8",67,141,11512
1493,"5,7",233,212,47498
1494,"5,1",112,204,14962
1495,"6,0",151,280,48999
1496,"4,2",63,113,15015
1497,"7,4",335,195,77394
1498,"4,6",24,31,2189
1499,"6,9",147,196,70698
1500,"8,6",51,105,70568
1501,"6,9",10,71,10410
1502,"8,0",12,129,23181
1503,"6,4",50,99,11747
1504,"6,3",149,232,28584
1505,"8,4",24,55,9852
1506,"7,1",28,25,4885
1507,"6,8",95,159,11101
1508,"7,5",288,127,68885
1509,"4,5",10,15,2138
1510,"5,7",58,76,28848
1511,"7,2",,,219
1512,"6,8",297,524,310903
1513,"5,4",90,89,23072
1514,"7,2",56,150,36267
1515,"7,3",274,915,190990
1516,"5,2",68,94,8367
1517,"5,5",98,86,36914
1518,"7,7",256,144,85589
1519,"7,1",117,116,50041
1520,"5,3",107,260,45497
1521,"5,6",52,61,3740
1522,"5,7",135,50,23916
1523,"7,1",211,108,21223
1524,"7,5",57,127,16255
1525,"7,6",81,319,181879
1526,"5,5",107,232,27580
1527,"5,1",100,148,66941
1528,"6,3",60,16,4265
1529,"4,9",195,211,49312
1530,"6,5",121,72,45394
1531,"5,6",285,1033,115649
1532,"5,3",103,181,22220
1533,"6,5",192,622,124242
1534,"6,8",90,114,50919
1535,"6,5",258,134,83097
1536,"6,0",56,175,24826
1537,"8,4",197,647,681857
1538,"6,0",254,396,62770
1539,"7,6",299,370,189812
1540,"5,6",163,139,62198
1541,"6,9",152,395,147597
1542,"6,4",53,118,63839
1543,"5,1",67,100,20219
1544,"7,0",88,159,61396
1545,"5,7",163,441,65551
1546,"6,8",371,485,218711
1547,"6,7",418,669,310540
1548,"6,2",131,398,54390
1549,"7,2",98,224,89424
1550,"6,2",119,132,46961
1551,"5,6",133,108,37493
1552,"4,4",88,47,19671
1553,"7,5",522,571,379462
1554,"7,1",43,112,38949
1555,"6,4",224,383,164608
1556,"7,1",122,28,11347
1557,"5,9",56,217,25193
1558,"6,9",75,108,10018
1559,"7,5",441,1125,186606
1560,"6,3",163,340,156267
1561,"6,4",63,216,69197
1562,"5,9",90,102,18771
1563,"6,8",163,382,53028
1564,"6,3",197,187,87768
1565,"3,6",93,364,21506
1566,"5,3",15,30,5176
1567,"5,9",260,158,60596
1568,"6,9",18,49,5600
1569,"6,9",70,161,8039
1570,"6,1",183,175,21481
1571,"5,7",12,31,3088
1572,"8,5",261,983,450676
1573,"6,3",167,113,50523
1574,"7,3",42,154,30230
1575,"6,3",130,100,17319
1576,"7,2",66,200,52339
1577,"7,3",449,491,264047
1578,"6,3",121,294,69534
1579,"8,1",536,644,475518
1580,"6,9",135,268,30339
1581,"6,3",74,136,50389
1582,"7,3",168,510,81866
1583,"5,5",464,1211,69790
1584,"6,1",204,219,66123
1585,"6,9",96,150,62986
1586,"7,2",223,1017,172080
1587,"6,4",112,289,161858
1588,"6,4",142,431,200260
1589,"8,3",166,391,623757
1590,"7,2",114,373,260981
1591,"6,8",214,164,145852
1592,"6,5",126,64,14281
1593,"7,8",157,402,160776
1594,"7,6",104,241,143696
1595,"7,2",304,323,87665
1596,"6,7",191,392,185338
1597,"6,8",55,125,96607
1598,"6,3",59,178,160321
1599,"6,2",108,301,94049
1600,"6,2",50,117,31817
1601,"8,6",216,1080,1023511
1602,"8,0",472,1262,531737
1603,"7,0",89,186,58906
1604,"8,0",229,935,338415
1605,"8,1",268,1106,482064
1606,"6,7",145,337,123940
1607,"7,9",177,1111,396396
1608,"6,1",175,154,124501
1609,"4,2",131,140,31760
1610,"6,1",41,49,8146
1611,"6,6",30,109,12549
1612,"7,5",57,329,112175
1613,"7,4",391,452,270238
1614,"7,2",217,612,107557
1615,"6,9",452,326,184641
1616,"7,4",589,667,428916
1617,"5,4",61,122,19079
1618,"6,8",79,182,94435
1619,"6,3",234,178,34258
1620,"7,2",253,325,217507
1621,"8,7",51,257,42746
1622,"6,9",123,340,109894
1623,"6,0",145,97,34079
1624,"5,9",65,162,18973
1625,"5,4",152,129,79094
1626,"5,9",94,152,37479
1627,"6,1",119,339,122187
1628,"7,7",487,509,301149
1629,"5,8",121,64,19547
1630,"7,6",147,426,198066
1631,"6,1",85,223,28942
1632,"5,4",98,293,43743
1633,"5,1",39,72,15074
1634,"6,4",43,85,76850
1635,"6,3",108,300,68565
1636,"7,5",209,307,98160
1637,"7,1",131,243,167967
1638,"5,2",73,86,12570
1639,"7,8",316,581,192930
1640,"6,5",159,156,74630
1641,"6,6",63,119,39306
1642,"5,1",162,189,25484
1643,"7,4",267,467,188785
1644,"7,2",95,145,34910
1645,"7,6",478,461,196217
1646,"7,5",305,277,147128
1647,"6,6",397,691,158354
1648,"7,2",214,209,93767
1649,"7,6",82,292,43378
1650,"6,2",138,86,47297
1651,"5,6",69,216,26066
1652,"7,6",253,529,186977
1653,"6,6",304,527,138435
1654,"7,0",634,986,277172
1655,"2,7",111,409,88518
1656,"7,6",77,215,54042
1657,"6,6",120,226,112669
1658,"6,9",63,165,49349
1659,"6,8",417,438,159198
1660,"7,5",9,30,3322
1661,"3,7",59,256,36363
1662,"6,1",218,184,49205
1663,"5,9",359,371,108242
1664,"6,7",101,127,21767
1665,"8,5",52,145,135643
1666,"6,9",85,134,33067
1667,"5,5",64,84,12466
1668,"7,1",263,245,111117
1669,"7,1",450,274,148327
1670,"5,9",85,154,31984
1671,"7,3",162,55,15600
1672,"3,4",85,267,30651
1673,"6,8",110,227,21998
1674,"6,9",165,104,15843
1675,"7,0",64,112,9283
1676,"5,5",44,88,23579
1677,"5,1",147,203,53884
1678,"6,2",242,201,54447
1679,"5,9",244,215,47003
1680,"5,2",73,116,15052
1681,"6,2",232,141,78974
1682,"5,5",63,63,12164
1683,"7,4",239,237,146364
1684,"4,4",158,830,70341
1685,"6,3",152,220,65979
1686,"6,1",105,167,23345
1687,"5,3",36,29,7073
1688,"5,4",181,291,43764
1689,"6,7",219,215,143368
1690,"5,9",158,262,65628
1691,"7,3",155,214,32815
1692,"5,5",74,112,45775
1693,"5,8",368,354,79517
1694,"4,6",81,269,33669
1695,"6,7",154,132,53053
1696,"5,1",140,262,28606
1697,"5,6",73,105,11520
1698,"7,0",98,298,44979
1699,"6,4",358,242,85024
1700,"6,7",222,671,70771
1701,"4,1",85,338,14747
1702,"5,5",62,148,11003
1703,"2,7",130,524,56451
1704,"6,4",376,258,114241
1705,"4,8",130,191,22449
1706,"6,1",65,129,30092
1707,"4,8",77,38,9682
1708,"7,0",107,152,24033
1709,"6,8",292,210,126307
1710,"7,3",193,87,21086
1711,"8,2",16,19,2308
1712,"5,6",184,95,52069
1713,"6,1",123,221,25558
1714,"7,9",60,365,101888
1715,"8,4",111,495,221000
1716,"6,5",217,127,54147
1717,"7,1",117,161,29715
1718,"6,6",105,103,9004
1719,"4,0",41,38,3926
1720,"7,0",124,142,23864
1721,"5,6",90,132,8215
1722,"4,8",110,180,38503
1723,"7,5",273,415,136104
1724,"6,0",63,27,4670
1725,"7,2",56,17,9214
1726,"5,6",130,114,36487
1727,"6,8",134,124,52972
1728,"4,9",36,44,4599
1729,"7,1",46,23,10175
1730,"2,0",7,22,3279
1731,"5,7",132,62,12410
1732,"4,1",5,7,393
1733,"6,7",56,108,14618
1734,"7,5",65,14,3302
1735,"6,5",221,185,97697
1736,"7,9",291,815,188637
1737,"7,6",13,56,20839
1738,"6,4",148,259,44816
1739,"5,8",42,39,16222
1740,"7,7",302,241,88682
1741,"7,1",181,276,71596
1742,"5,3",64,101,14315
1743,"5,3",154,96,16984
1744,"7,5",17,51,9913
1745,"6,9",65,123,8134
1746,"4,9",148,214,28632
1747,"7,1",161,263,92850
1748,"8,0",124,244,260939
1749,"7,9",349,331,119928
1750,"7,6",148,524,329969
1751,"5,9",45,67,14005
1752,"6,3",133,317,59232
1753,"7,1",87,32,2167
1754,"6,4",178,471,130094
1755,"8,2",233,722,592582
1756,"6,9",173,170,195255
1757,"7,8",426,374,182983
1758,"6,7",210,71,24663
1759,"7,5",129,289,36636
1760,"7,4",287,1057,194422
1761,"5,2",108,229,61317
1762,"6,5",62,28,8227
1763,"7,6",220,962,209133
1764,"7,3",136,714,177828
1765,"6,6",222,173,106755
1766,"6,8",112,263,72085
1767,"6,9",122,374,85423
1768,"5,8",62,115,44394
1769,"6,6",135,523,201084
1770,"6,7",184,160,78008
1771,"6,7",36,132,60494
1772,"6,3",171,128,59068
1773,"7,7",447,801,435864
1774,"6,1",220,122,77935
1775,"4,9",122,365,27378
1776,"6,2",119,85,29738
1777,"7,8",177,1058,193455
1778,"8,2",302,1168,461609
1779,"6,9",44,126,34427
1780,"6,2",211,211,69355
1781,"6,9",222,199,72693
1782,"4,8",100,167,9338
1783,"8,0",100,153,10369
1784,"5,3",98,149,44103
1785,"6,7",74,123,22250
1786,"5,4",97,71,29971
1787,"5,4",21,21,4288
1788,"4,9",156,460,43006
1789,"6,1",125,50,11476
1790,"5,8",225,134,23775
1791,"7,0",85,117,21606
1792,"6,5",135,98,61269
1793,"6,6",350,378,202967
1794,"6,1",31,84,10266
1795,"5,7",177,112,32103
1796,"6,6",106,225,74374
1797,"7,0",251,559,298590
1798,"7,4",148,184,74476
1799,"5,3",76,39,10791
1800,"7,4",52,89,12980
1801,"7,4",220,281,64625
1802,"6,8",131,197,47203
1803,"7,9",7,131,38177
1804,"7,2",112,188,55513
1805,"6,0",93,199,15352
1806,"7,8",370,398,106221
1807,"6,6",83,143,50653
1808,"7,9",125,319,142448
1809,"6,2",73,33,22304
1810,"5,7",98,71,6476
1811,"7,1",158,391,144021
1812,"5,6",152,366,42761
1813,"7,8",202,507,262153
1814,"7,9",80,170,45271
1815,"6,9",288,136,34488
1816,"7,4",99,284,99557
1817,"7,7",222,624,156929
1818,"6,9",194,140,61777
1819,"8,7",15,31,3446
1820,"6,7",56,208,19568
1821,"6,0",63,39,8309
1822,"6,2",167,174,60555
1823,"5,9",101,139,16555
1824,"6,8",118,71,17436
1825,"3,6",76,83,15866
1826,"6,7",268,103,19611
1827,"6,3",95,167,42876
1828,"6,4",78,105,14612
1829,"6,4",127,226,49405
1830,"5,7",137,111,23767
1831,"6,2",54,52,4257
1832,"6,6",38,19,926
1833,"5,2",167,201,84209
1834,"6,1",129,271,96693
1835,"7,1",217,546,313797
1836,"7,2",134,752,175524
1837,"6,5",253,207,87950
1838,"6,0",46,109,107801
1839,"7,0",232,374,255257
1840,"7,0",92,345,57958
1841,"7,5",153,494,54096
1842,"6,6",49,148,62037
1843,"8,8",79,151,133415
1844,"7,4",56,210,40277
1845,"6,5",224,673,94108
1846,"6,2",175,472,120786
1847,"7,8",197,862,225102
1848,"5,2",226,315,80870
1849,"6,5",335,287,161168
1850,"6,5",157,214,48973
1851,"5,2",69,94,11212
1852,"7,2",46,149,28247
1853,"7,1",217,201,88035
1854,"4,5",55,44,11092
1855,"5,7",200,134,66579
1856,"6,0",93,181,44913
1857,"6,4",265,190,72886
1858,"5,2",82,95,10667
1859,"4,3",32,79,16194
1860,"6,1",42,55,7772
1861,"6,3",22,69,8118
1862,"6,8",116,178,31798
1863,"4,0",56,28,5006
1864,"5,2",23,26,8008
1865,"6,5",178,126,57674
1866,"7,5",226,568,111351
1867,"7,1",406,2814,179235
1868,"6,9",57,223,181380
1869,"8,0",100,331,383784
1870,"8,2",366,871,561773
1871,"6,4",242,320,40941
1872,"7,9",309,974,483756
1873,"6,7",85,99,43084
1874,"6,1",48,126,89972
1875,"8,9",174,1273,865020
1876,"8,1",373,460,318955
1877,"6,2",224,105,29282
1878,"4,9",94,149,33180
1879,"5,4",25,18,3170
1880,"5,8",273,885,89101
1881,"4,7",78,25,2863
1882,"6,0",66,118,23943
1883,"7,0",459,2192,296787
1884,"6,0",68,93,42765
1885,"7,9",123,418,219008
1886,"8,1",488,1518,612060
1887,"6,2",146,109,75903
1888,"6,7",168,571,171568
1889,"7,3",152,498,150308
1890,"4,6",133,297,46417
1891,"6,1",139,107,21176
1892,"6,2",245,178,168717
1893,"7,8",84,439,95241
1894,"6,1",70,365,57040
1895,"7,6",154,310,80958
1896,"5,8",216,571,102861
1897,"6,5",170,106,76882
1898,"7,2",181,522,110390
1899,"7,8",226,632,174591
1900,"4,7",24,27,4265
1901,"6,8",408,755,203111
1902,"5,9",180,450,70205
1903,"7,2",181,577,267921
1904,"8,7",192,989,728685
1905,"5,0",79,104,26755
1906,"6,6",128,181,49676
1907,"8,3",147,851,537442
1908,"6,7",49,92,36253
1909,"7,8",75,133,70274
1910,"6,5",270,161,101977
1911,"6,1",29,41,22748
1912,"8,1",398,1107,372990
1913,"5,2",38,33,12218
1914,"5,6",45,35,5674
1915,"5,8",81,179,29661
1916,"6,6",88,223,44838
