id_names,Actor,Facebook_likes
2005,Charlotte Lewis,148
2006,Charlotte Rae,430
2007,Charlotte Rampling,844
2008,Charlotte Stewart,121
2009,Charlotte Sullivan,388
2010,Charly Bivona,89
2011,Charlyne Yi,529
2012,Chase Armitage,111
2013,Chase Ellison,772
2014,Chase Masterson,189
2015,Chasty Ballesteros,295
2016,Chatchai Plengpanich,6
2017,Chazz Palminteri,979
2018,Cheech Marin,844
2019,Cheech Marin,843
2020,Chelan Simmons,440
2021,Chelcie Ross,244
2022,Chelse Swain,36
2023,Chelsea Bond,16
2024,Chelsea Field,95
2025,Chelsea Handler,439
2026,Chelsey Reist,63
2027,Chemeeka Walker,0
2028,Chen Chang,103
2029,Chenoa Maxwell,48
2030,Cherami Leigh,152
2031,Cheri Oteri,244
2032,Cherry Jones,242
2033,Cheryl Hines,541
2034,Cheryl Ladd,476
2035,Cheryl Penland,4
2036,Cheryl Tiegs,96
2037,Chester,6
2038,Cheyenne Haynes,650
2039,Cheyenne Jackson,469
2040,Chi Chung Lam,3
2041,Chi Ling Chiu,62
2042,Chi McBride,466
2043,Chi Muoi Lo,308
2044,Chiaki Kuriyama,640
2045,Chiara Caselli,24
2046,Chin-Chien Chang,0
2047,China Chow,169
2048,Ching Wan Lau,27
2049,Chita Rivera,151
2050,Chloe Bridges,516
2051,Chloe Hollings,0
2052,Chloe Rose,40
2053,Chloë Grace Moretz,17000
2054,Chris 'Wonder' Schoeck,0
2055,Chris Andrew Ciulla,215
2056,Chris Barrie,240
2057,Chris Bauer,638
2058,Chris Brochu,795
2059,Chris Brown,997
2060,Chris Bruno,186
2061,Chris Cleveland,42
2062,Chris Cox,31
2063,Chris Eigeman,88
2064,Chris Elliott,571
2065,Chris Ellis,178
2066,Chris Evans,11000
2067,Chris Gauthier,434
2068,Chris Geere,220
2069,Chris Harrison,98
2070,Chris Hemsworth,26000
2071,Chris Kattan,357
2072,Chris Klein,841
2073,Chris Lowell,940
2074,Chris Marquette,355
2075,Chris Miller,50
2076,Chris Moss,33000
2077,Chris Mulkey,535
2078,Chris New,75
2079,Chris Noth,962
2080,Chris Owen,526
2081,Chris Parnell,432
2082,Chris Penn,455
2083,Chris Pontius,218
2084,Chris Thomas,21
2085,Chris Weitz,129
2086,Chris Young,219
2087,Chris Zylka,963
2088,Chriss Anglin,885
2089,Christa B. Allen,533
2090,Christa Miller,467
2091,Christel Khalil,72
2092,Christian Alvarez,15
2093,Christian Anderson,17
2094,Christian Bale,23000
2095,Christian Berkel,104
2096,Christian Camargo,602
2097,Christian Campbell,168
2098,Christian Clavier,106
2099,Christian Clemenson,97
2100,Christian Kapper,0
2101,Christian Keyes,761
2102,Christian Monzon,2000
2103,Christian Stolte,189
2104,Christiana Leucas,165
2105,Christie Burke,380
2106,Christina Chambers,25
2107,Christina Cox,567
2108,Christina Hart,12
2109,Christina Milian,1000
2110,Christina Moore,301
2111,Christina Vidal,236
2112,Christine Cavanaugh,368
2113,Christine Lakin,518
2114,Christine Taylor,838
2115,Christo Jivkov,260
2116,Christoph Waltz,11000
2117,Christophe Cherki,0
2118,Christopher Abbott,321
2119,Christopher Atkins,511
2120,Christopher B. Duncan,81
2121,Christopher Berry,207
2122,Christopher Cousins,93
2123,Christopher Denham,120
2124,Christopher Evan Welch,252
2125,Christopher Guest,378
2126,Christopher Heyerdahl,825
2127,Christopher Heyerdahl,826
2128,Christopher James Baker,35
2129,Christopher Judge,847
2130,Christopher Lambert,1000
2131,Christopher Lee,16000
2132,Christopher Masterson,1000
2133,Christopher Meloni,3000
2134,Christopher Nicholas Smith,434
2135,Christopher Rich,150
2136,Christopher Robin Miller,69
2137,Christopher Schmidt,221
2138,Christopher Shea,27
2139,Christopher Simpson,41
2140,Christopher Sommers,32
2141,Christopher Toler,23
2142,Christopher Webster,5
2143,Chrystale Wilson,498
2144,Chrystee Pharris,110
2145,Chuck Mitchell,24
2146,Chuck Zito,267
2147,Chulpan Khamatova,51
2148,Cicely Tyson,907
2149,Cinda McCain,646
2150,Cindy Robinson,29
2151,Cindy Williams,324
2152,CindyMarie Small,4
2153,Circus-Szalewski,11
2154,Cjon Saulsberry,571
2155,Claire Adams,6
2156,Claire Bloom,113
2157,Claire Foy,362
2158,Claire Geare,78
2159,Claire Gordon-Harper,416
2160,Clare Higgins,100
2161,Clare Kramer,229
2162,Clarence Williams III,475
2163,Clarke Peters,437
2164,Claude Akins,196
2165,Claude Rains,607
2166,Claude-Oliver Rudolph,9
2167,Claudette Colbert,380
2168,Claudette Lalí,15
2169,Claudia Cardinale,973
2170,Claudia Christian,462
2171,Claudia Ferri,71
2172,Claudia Lapacó,0
2173,Claudia Stedelin,12
2174,Claudiu Trandafir,169
2175,Clayne Crawford,298
2176,Clayton Rohner,85
2177,Clayton Snyder,925
2178,Clea DuVall,1000
2179,Cleavon Little,434
2180,Clemens Schick,29
2181,Cliff Edwards,40
2182,Cliff Robertson,754
2183,Clifton Collins Jr.,968
2184,Clifton James,189
2185,Clifton Powell,469
2186,Clint Eastwood,16000
2187,Clint Howard,1000
2188,Clint Jordan,8
2189,Clint Jung,270
2190,Clint Mansell,512
2191,Clive Revill,73
2192,Clive Russell,241
2193,Clive Standen,687
2194,Clive Swift,118
2195,Clotilde Hesme,116
2196,Clotilde Mollet,3
2197,Clovis Fouin,12
2198,Clu Gulager,426
2199,Clyde Kusatsu,161
2200,Clé Bennett,122
2201,Cody Howard,763
2202,Cody Linley,430
2203,Cole Hauser,787
2204,Colette Divine,5
2205,Colin Andrews,0
2206,Colin Farrell,0
2207,Colin Ferguson,747
2208,Colin Firth,14000
2209,Colin O'Donoghue,3000
2210,Colin Salmon,766
2211,Colin Stinton,23
2212,Colleen Dewhurst,157
2213,Colleen Haskell,182
2214,Colleen O'Shaughnessey,45
2215,Collette Wolfe,390
2216,Collin Alfredo St. Dic,48
2217,Collin Chou,269
2218,Collin Kahey,13
2219,Collins Pennie,458
2220,Colm Feore,539
2221,Common,988
2222,Common,989
2223,Conchata Ferrell,658
2224,Conleth Hill,386
2225,Connie Nielsen,933
2226,Connie Ray,90
2227,Connor Corum,116
2228,Connor Paolo,530
2229,Conrad Coates,66
2230,Conrad Dunn,40
2231,Conrad Goode,477
2232,Conrad Kemp,44
2233,Conrad Veidt,269
2234,Conrad Vernon,48
2235,Constance Marie,442
2236,Constance Marie,441
2237,Constance Shulman,804
2238,Constance Wu,100
2239,Consuelo Gómez,6
2240,Corbin Allred,214
2241,Corbin Bernsen,1000
2242,Corbin Bleu,632
2243,Corey Johnson,123
2244,Corey Sevier,383
2245,Corinna Harney,779
2246,Corlandos Scott,133
2247,Cornel Wilde,132
2248,Cory Hardrict,303
2249,Costas Mandylor,723
2250,Countess Vaughn,200
2251,Courtney B. Vance,495
2252,Courtney Bell,28
2253,Courtney Gains,559
2254,Courtney Love,353
2255,Coyote Shivers,44
2256,Craig Bierko,380
2257,Craig Conway,159
2258,Craig Dougherty,0
2259,Craig Fairbrass,258
2260,Craig Ferguson,759
2261,Craig Hall,50
2262,Craig Parker,978
2263,Craig Roberts,920
2264,Craig Sheffer,391
2265,Craig Stark,46000
2266,Craig T. Nelson,723
2267,Cree Kelly,39
2268,Cree Summer,503
2269,Cristián de la Fuente,462
2270,Crystal Lowe,319
2271,Crystal Lowe,318
2272,Crystal R. Fox,213
2273,Cullen Douglas,256
2274,Currie Graham,172
2275,Curt Doussett,17
2276,Curtis Armstrong,876
2277,Curtiss Cook,591
2278,Cybill Shepherd,536
2279,Cyd Charisse,390
2280,Cyndi Lauper,732
2281,Cynthia Barrett,473
2282,Cynthia Geary,61
2283,Cynthia Myers,46
2284,Cynthia Nixon,479
2285,Cynthia Rhodes,174
2286,Cynthia Stevenson,271
2287,Cynthia Watros,254
2288,Cyril Raffaelli,297
2289,Cécile De France,447
2290,Céline Sallette,114
2291,D. David Morin,234
2292,D.B. Sweeney,558
2293,D.B. Woodside,598
2294,DJ Pooh,69
2295,DMX,432
2296,Dabney Coleman,345
2297,Dagmara Dominczyk,316
2298,Dahong Ni,3
2299,Daisy Betts,297
2300,Dal-su Oh,7
2301,Dalia Hernández,78
2302,Dalip Singh,421
2303,Dallas Barnett,473
2304,Dallas Roberts,405
2305,Dameon Clarke,170
2306,Damian Jewan Lee,15
2307,Damian Lewis,0
2308,Damian Walshe-Howling,122
2309,Damien Garvey,37
2310,Damián Alcázar,201
2311,Damián Delgado,10
2312,Damon Albarn,25
2313,Damon Owlia,9
2314,Damon Wayans,836
2315,Damon Wayans Jr.,756
2316,Dan Bakkedahl,59
2317,Dan Bilzerian,127
2318,Dan Byrd,1000
2319,Dan Fogler,562
2320,Dan Futterman,254
2321,Dan Hedaya,281
2322,Dan Hicks,328
2323,Dan Novy,19
2324,Dan O'Herlihy,128
2325,Dana Andrews,188
2326,Dana Blackstone,96
2327,Dana Delany,722
2328,Dana Hanna,36
2329,Dana Ivey,271
2330,Dana Ivey,268
2331,Dana Kimmell,31
2332,Dane Cook,1000
2333,Dania Ramirez,1000
2334,Daniel Auteuil,370
2335,Daniel Baldwin,413
2336,Daniel Bernhardt,198
2337,Daniel Brochu,12
2338,Daniel Cudmore,560
2339,Daniel Franzese,374
2340,Daniel Giménez Cacho,43
2341,Daniel Henney,719
2342,Daniel Kaluuya,219
2343,Daniel Kash,52
2344,Daniel Lapaine,92
2345,Daniel London,52
2346,Daniel Mays,287
2347,Daniel Radcliffe,11000
2348,Daniel Rindress-Kay,7
2349,Daniel Roebuck,1000
2350,Daniel Sharman,1000
2351,Daniel Stern,796
2352,Daniel Stewart Sherman,29
2353,Daniel Tay,92
2354,Daniel Travis,7
2355,Daniel Wu,353
2356,Daniel Zettel,14
2357,Daniel von Bargen,577
2358,Daniela Bianchi,201
2359,Daniella Alonso,557
2360,Daniella Pineda,133
2361,Danielle Darrieux,106
2362,Danielle Kotch,1000
2363,Danielle Savre,137
2364,Danielle von Zerneck,51
2365,Dann Florek,367
2366,Danneel Ackles,1000
2367,Danny Aiello,388
2368,Danny Arroyo,575
2369,Danny Dyer,798
2370,Danny Huston,430
2371,Danny Masterson,1000
2372,Danny Nucci,242
2373,Danny Pino,786
2374,Danny Rhodes,77
2375,Danny Sapani,102
2376,Danny Strong,714
2377,Danny Webb,130
2378,Danny Woodburn,809
2379,Dante Brown,505
2380,Dany Boon,172
2381,Dany Verissimo-Petit,58
2382,Daoming Chen,10
2383,Daphne Zuniga,470
2384,Darci Kistler,2
2385,Darcy Donavan,640000
2386,Daren Kagasoff,704
2387,Dario Nozic Serini,0
2388,Darlene Love,91
2389,Darren Boyd,112
2390,Darren E. Burrows,121
2391,Darren Healy,18
2392,Darren Keefe Reiher,27
2393,Darren Kendrick,32
2394,Darren McGavin,577
2395,Darren Shahlavi,294
2396,Darryl Cox,96
2397,Darryl Hunt,2
2398,Darryl Stephens,658
2399,Darshan Jariwala,14
2400,Darwin Shaw,55
2401,Daryl Hannah,0
2402,Daryl Sabara,640
2403,Daryn Tufts,15
2404,Dash Mihok,463
2405,Daston Kalili,2
2406,Dato Bakhtadze,48
2407,Dave Allen,135
2408,Dave Annable,642
2409,Dave Chappelle,744
2410,Dave Fennoy,338
2411,Dave Foley,401
2412,Dave Legeno,570
2413,Dave Sheridan,233
2414,David A Cole,428
2415,David A.R. White,266
2416,David Adam Flannery,394
2417,David Agranov,308
2418,David Alan Basche,68
2419,David Alan Grier,360
2420,David Alpay,232
2421,David Arquette,611
2422,David Backus,43
2423,David Bailie,40
2424,David Barnes,0
2425,David Belle,510
2426,David Bianchi,715
2427,David Calder,27
2428,David Carradine,926
2429,David Chandler,0
2430,David Clennon,145
2431,David Conrad,642
2432,David Costabile,681
2433,David Dastmalchian,290
2434,David DeLuise,275
2435,David Della Rocco,333
2436,David Dencik,94
2437,David Denman,332
2438,David Douglas,19
2439,David Eigenberg,395
2440,David Fine,1000
2441,David Frederick White,6
2442,David Gallagher,796
2443,David Gant,21
2444,David Gulpilil,93
2445,David Harbour,313
2446,David Hemmings,178
2447,David Herman,233
2448,David Hewlett,686
2449,David Heyman,51
2450,David Hoffman,94
2451,David Huddleston,1000
2452,David Hyde Pierce,443
2453,David Jason,325
2454,David Jason Perez,1000
2455,David Julian Hirsh,147
2456,David Keith,563
2457,David Kelly,588
2458,David Kennedy,35
2459,David Kross,388
2460,David Lee Smith,131
2461,David Lewis,164
2462,David Lyons,576
2463,David Mamet,342
2464,David Mann,378
2465,David Margulies,567
2466,David Masterson,577
2467,David Mersault,9
2468,David Moscow,306
2469,David Murray,96
2470,David Niven,490
2471,David O'Hara,736
2472,David Oakes,335
2473,David Ogden Stiers,443
2474,David Opatoshu,14
2475,David Oyelowo,1000
2476,David Patrick Kelly,380
2477,David Paymer,372
2478,David Proval,354
2479,David Raizor,784
2480,David Ramsey,677
2481,David Rasche,220
2482,David Rasche,219
2483,David Richmond-Peck,60
2484,David Schaal,59
2485,David Schneider,27
2486,David Sparrow,9
2487,David Suchet,586
2488,David Sullivan,45
2489,David Thewlis,0
2490,David Thornton,119
2491,David Threlfall,168
2492,David Walliams,217
2493,David Walton,676
2494,David Warbeck,22
2495,David Wayne,116
2496,David White,180
2497,David Zayas,929
2498,David Zucker,119
2499,Dawn French,229
2500,Dax Flame,971
2501,Dayna Devon,12
2502,Dayo Okeniyi,478
2503,DeForest Kelley,606
2504,DeRay Davis,328
2505,DeVaughn Nixon,164
2506,DeWayne Warren,39
2507,Dean Andrews,34
2508,Dean Dawson,81
2509,Dean Jones,913
2510,Dean Stockwell,936
2511,Debbie Harry,391
2512,Debbie Reynolds,786
2513,Debi Derryberry,122
2514,Debi Mazar,680
2515,Deborah Foreman,190
2516,Deborah Kara Unger,495
2517,Deborah Kara Unger,494
2518,Deborah Kerr,426
2519,Deborah Mailman,46
2520,Deborah Twiss,488
2521,Deborra-Lee Furness,71
2522,Debra Lynn Hull,73
2523,Debra Messing,650
2524,Debra Monk,86
2525,Debra Paget,102
2526,Debra Winger,568
2527,Debrah Farentino,143
2528,Debrianna Mansini,175
2529,Dee Bradley Baker,668
2530,Dee Wallace,725
2531,Deems Taylor,0
2532,Deirdre Lorenz,350
2533,Del Zamora,752
2534,Dell Yount,62
2535,Della Reese,388
2536,Delphine Chanéac,559
2537,Delroy Lindo,848
2538,Demetri Martin,210
2539,Demetrius Grosse,69
2540,Demi Moore,2000
2541,Demián Bichir,749
2542,Denden,6
2543,Dendrie Taylor,120
2544,Deneen Tyler,351
2545,Denholm Elliott,249
2546,Denis Lavant,226
2547,Denis Leary,835
2548,Denis O'Hare,896
2549,Denise Boutte,295
2550,Denise Crosby,426
2551,Dennis Burkley,311
2552,Dennis Franz,376
2553,Dennis L.A. White,251
2554,Dennis Quaid,2000
2555,Denny Kirkwood,17
2556,Denzel Washington,18000
2557,Deon Richmond,209
2558,Dequina Moore,41
2559,Derek Brandon,168
2560,Derek Graf,11
2561,Derek Jacobi,520
2562,Derek Jeter,107
2563,Derek Luke,543
2564,Derek Magyar,108
2565,Derek Mears,520
2566,Derek Wayne Johnson,184
2567,Derick Martini,20000
2568,Dermot Crowley,51
2569,Desmond Askew,36
2570,Desmond Llewelyn,244
2571,Devid Striesow,24
2572,Devin Ratray,1000
2573,Devon Murray,219
2574,Dexter Fletcher,452
2575,Diahann Carroll,426
2576,Dian Bachar,203
2577,Diana Maria Riva,89
2578,Diana Ross,295
2579,Diana Scarwid,157
2580,Diana Vickers,111
2581,Diane Baker,167
2582,Diane Ladd,206
2583,Diane Sorrentino,17
2584,Diane Venora,171
2585,Dianne Wiest,967
2586,Dichen Lachman,717
2587,Dick Cavett,49
2588,Dick Cheney,21
2589,Dick Clark,504
2590,Dick Powell,105
2591,Dick Van Patten,605
2592,Dick York,474
2593,Dickie Jones,48
2594,Diedrich Bader,759
2595,Diego Ramos,10
2596,Diego Velazquez,86
2597,Diganth,0
2598,Dileep Raj,0
2599,Diljit Dosanjh,32
2600,Dillon Casey,281
2601,Dilshad Vadsaria,579
2602,Dimple Kapadia,62
2603,Dinah Manoff,118
2604,Dinesh D'Souza,67
2605,Diora Baird,378
2606,Dirk Benedict,554
2607,Dirk Bogarde,232
2608,Divine,462
2609,Djimon Hounsou,3000
2610,Dolly Parton,1000
2611,Dom DeLuise,842
2612,Domenick Lombardozzi,216
2613,Dominic Colón,41
2614,Dominic Cooper,3000
2615,Dominic Flores,1000
2616,Dominic Monaghan,2000
2617,Dominick Brascia,17
2618,Dominik Castell,4
2619,Dominik García-Lorido,130
2620,Dominique McElligott,356
2621,Dominique Sanda,48
2622,Don Ameche,392
2623,Don Brooks,0
2624,Don Cheadle,3000
2625,Don Francks,123
2626,Don Gordon,59
2627,Don Johnson,982
2628,Don McKellar,45
2629,Don McManus,98
2630,Don Pardo,410
2631,Don Rickles,721
2632,Don S. Davis,440
2633,Don Stark,181
2634,Don Wallace,54
2635,Donald Austin,0
2636,Donald Faison,927
2637,Donald Gibb,403
2638,Donald Glover,801
2639,Donald Pleasence,742
2640,Donald Rumsfeld,17
2641,Donald Sumpter,151
2642,Donald Trump,808
2643,Donald Watkins,552
2644,Donatas Banionis,29
2645,Dong-gun Jang,489
2646,Donna Murphy,553
2647,Donna Reed,488
2648,Donna Zovko,0
2649,Donnie Dunagan,12
2650,Donny Alamsyah,60
2651,Donny Boaz,2000
2652,Donovan Scott,54
2653,Doona Bae,629
2654,Dorian Missick,1000
2655,Dororthy Thorton,2
2656,Dorothy Lamour,178
2657,Dorothy Lyman,86
2658,Dottie Alexander,0
2659,Doug Bradley,337
2660,Doug Brochu,254
2661,Doug Cockle,24
2662,Doug E. Doug,953
2663,Doug Walker,131
2664,Douglas Haase,629
2665,Douglas Smith,480
2666,Dougray Scott,794
2667,Dov Tiefenbach,108
2668,Dove Cameron,570
2669,Dr. Dre,231
2670,Drake,916
2671,Drake Bell,1000
2672,Drea de Matteo,739
2673,Dreama Walker,601
2674,Dree Hemingway,64
2675,Drew Carey,311
2676,Drew Fuller,906
2677,Drew Powell,129
2678,Drew Sidora,311
2679,Drew Waters,848
2680,Duane Jones,108
2681,Dulé Hill,922
2682,Dustin Diamond,312
2683,Dustin Fitzsimons,349
2684,Dustin Ingram,427
2685,Dustin Lance Black,191
2686,Dustin Milligan,499
2687,Dustin Nguyen,220
2688,Dwayne Johnson,12000
2689,Dwight Henry,168
2690,Dwight Schultz,432
2691,Dwight Yoakam,324
2692,Dyan Cannon,267
2693,Dyan Cannon,257
2694,Dylan Authors,20
2695,Dylan Baker,812
2696,Dylan Kussman,35
2697,Dylan Minnette,1000
2698,Dylan Moran,427
2699,Dylan Schombing,74
2700,Dylan Walsh,426
2701,Déborah Révy,34
2702,Eamonn Walker,706
2703,Earl Cameron,189
2704,Eartha Kitt,558
2705,Ebon Moss-Bachrach,211
2706,Ed Begley Jr.,783
2707,Ed Lauter,897
2708,Ed Quinn,538
2709,Ed Skrein,805
2710,Ed Speleers,762
2711,Ed Stoppard,95
2712,Ed Wynn,382
2713,Eddie 'Piolin' Sotelo,252
2714,Eddie Albert,196
2715,Eddie Baroo,165
2716,Eddie Cahill,639
2717,Eddie Cibrian,849
2718,Eddie Deezen,726
2719,Eddie Griffin,489
2720,Eddie Izzard,776
2721,Eddie Jemison,336
2722,Eddie Jones,53
2723,Eddie Kaye Thomas,484
2724,Eddie Marsan,979
2725,Eddie Peng,22
2726,Eddie Redmayne,13000
2727,Eddie Rouse,61
2728,Eddie Spears,699
2729,Eddie Vedder,562
2730,Eden Riegel,145
2731,Edgar Arreola,455
2732,Edgar Buchanan,142
2733,Edgar Ramírez,897
2734,Edgar Tancangco,0
2735,Edi Gathegi,725
2736,Edie Falco,659
2737,Edith Massey,105
2738,Edmund McMillen,0
2739,Edouard Baer,59
2740,Eduard Fernández,7
2741,Eduardo Noriega,278
2742,Eduardo Verástegui,377
2743,Edward Andrews,125
2744,Edward Conna,43
2745,Edward Everett Horton,172
2746,Edward Fox,125
2747,Edwin Hodge,200
2748,Edwin Neal,371
2749,Eileen Brennan,1000
2750,Eion Bailey,749
2751,Ejner Federspiel,0
2752,Elaine Bromka,178
2753,Elaine Cassidy,203
2754,Elaine Hendrix,670
2755,Elaine Stritch,586
2756,Elden Henson,577
2757,Elea Oberon,51
2758,Eleanor Bron,52
2759,Eleanor Parker,354
2760,Elena Anaya,1000
2761,Elena Lyadova,45
2762,Elena Satine,842
2763,Eli Marienthal,157
2764,Elijah Kelley,339
2765,Elina Abai Kyzy,0
2766,Elina Alminas,149
2767,Elio Germano,48
2768,Elisa Donovan,201
2769,Elisabeth Harnois,921
2770,Elise Muller,98
2771,Elise Neal,165
2772,Elissa Dowling,307
2773,Eliza Coupe,490
2774,Eliza Coupe,489
2775,Elizabeth Berkley,893
2776,Elizabeth Berrington,65
2777,Elizabeth Blackmore,150
2778,Elizabeth Daily,971
2779,Elizabeth Debicki,509
2780,Elizabeth MacRae,29
2781,Elizabeth McGovern,553
2782,Elizabeth Meriwether,25
2783,Elizabeth Montgomery,1000
2784,Elizabeth Perkins,664
2785,Elizabeth Stenholt,503
2786,Elizabeth Streb,0
2787,Ella Joyce,124
2788,Ella Wahlestedt,587
2789,Ellar Coltrane,230
2790,Ellen Albertini Dow,957
2791,Ellen Barkin,551
2792,Ellen Barkin,552
2793,Ellen Block,0
2794,Ellen Burstyn,1000
2795,Ellen Ross,48
2796,Ellen Sandweiss,58
2797,Ellen Wong,719
2798,Ellia Thompson,3
2799,Ellie Cornell,101
2800,Ellie Kendrick,221
2801,Elliott Gould,471
2802,Elodie Yung,934
2803,Elpidia Carrillo,174
2804,Elsa Lanchester,266
2805,Elton John,442
2806,Elvis Nolasco,372
2807,Elvis Tsui,7
2808,Elyas M'Barek,150
2809,Embeth Davidtz,795
2810,Eme Ikwuakor,135
2811,Emilia Clarke,10000
2812,Emilia Fox,396
2813,Emilio Estefan Jr.,20
2814,Emily Alyn Lind,289
2815,Emily Baldoni,261
2816,Emily Gorell,0
2817,Emily Meade,374
2818,Emily Nelson,47
2819,Emily Osment,1000
2820,Emily Pearson,12
2821,Emily Podleski,1000
2822,Emily Ratajkowski,625
2823,Emily Rios,231
2824,Emily Watson,876
2825,Emily Wickersham,348
2826,Emir Kusturica,2000
2827,Emma Bell,703
2828,Emma Bell,702
2829,Emma Caulfield,970
2830,Emma Eliza Regan,0
2831,Emma Kenney,151
2832,Emma Lung,42
2833,Emma Stone,15000
2834,Emma Watson,9000
2835,Emma de Caunes,132
2836,Emmanuel Kabongo,677
2837,Emmanuelle Bercot,20
2838,Emmanuelle Béart,569
2839,Emmanuelle Riva,432
2840,Emmanuelle Seigner,413
2841,Emmanuelle Vaugier,1000
2842,Emraan Hashmi,724
2843,Enrico Colantoni,724
2844,Enrique Iglesias,876
2845,Enrique Murciano,195
2846,Enrique Villén,27
2847,Enzo Petito,24
2848,Eoin Macken,533
2849,Eric Ambriz,12
2850,Eric Blore,23
2851,Eric Cantona,240
2852,Eric Christmas,45
2853,Eric Dane,2000
2854,Eric Elmosnino,29
2855,Eric Godon,39
2856,Eric Idle,795
2857,Eric Jacobson,91
2858,Eric Johnson,373
2859,Eric Lange,274
2860,Eric Lloyd,775
2861,Eric Mabius,637
2862,Eric McCormack,440
2863,Eric Mendenhall,607
2864,Eric Peterson,59
2865,Eric Schlosser,3
2866,Eric Schweig,322
2867,Eric Sheffer Stevens,120
2868,Eric Stoltz,902
2869,Eric Stonestreet,904
2870,Eric Stuart,82
2871,Eric Sykes,83
2872,Eric Winter,954
2873,Eric Worre,0
2874,Erica Leerhsen,184
2875,Erica Linz,31
2876,Erick Avari,567
2877,Erick Elias,165
2878,Erik Estrada,583
2879,Erik Knudsen,583
2880,Erik Palladino,263
2881,Erik Per Sullivan,593
2882,Erika Christensen,931
2883,Erin Bethea,150
2884,Erin Boyes,46
2885,Erin Cipolletti,9
2886,Erin Daniels,303
2887,Erin Fitzgerald,99
2888,Erin Gray,307
2889,Erin O'Brien,634
2890,Erin Pitt,120
2891,Erin Wasson,106
2892,Erland Josephson,92
2893,Ernie Reyes Jr.,445
2894,Ernie Reyes Jr.,444
2895,Eros Vlahos,167
2896,Errol Flynn,843
2897,Esai Morales,699
2898,Essence Atkins,713
2899,Essie Davis,309
2900,Estella Warren,658
2901,Estelle Parsons,224
2902,Esther Williams,675
2903,Ethan Embry,982
2904,Ethan Peck,800
2905,Ethan Stiefel,111
2906,Ethan Suplee,1000
2907,Eugene Roche,23
2908,Eugenia Khirivskaya,22
2909,Eugenie Bondurant,637
2910,Eugenio Derbez,399
2911,Eva Amurri Martino,797
2912,Eva Birthistle,54
2913,Eva Boehnke,0
2914,Eva Bourne,48
2915,Eva Carrozza,0
2916,Eva Green,6000
2917,Eva LaRue,576
2918,Eva Marcille,255
2919,Eva Marie Saint,649
2920,Evan Jones,196
2921,Evan McGuire,4
2922,Evan Parke,84
2923,Evan Ross,616
2924,Eve,223
2925,Eve Ensler,17
2926,Eve Plumb,235
2927,Evelyn Jefferson,0
2928,Everett McGill,201
2929,Everett Sloane,29
2930,Evgeniy Mironov,15
2931,Ewen Bremner,557
2932,Ewen Solon,9
2933,Exie Booker,359
2934,Ezra Miller,3000
2935,F. Murray Abraham,670
2936,Fabian Bolin,309
2937,Fabio Testi,37
2938,Fabrice Luchini,80
2939,Facundo Lombard,357
2940,Fadia Nadda,5
2941,Faizon Love,585
2942,Fana Mokoena,98
2943,Fann Wong,154
2944,Fanny Ardant,288
2945,Fares Fares,254
2946,Farrah Fawcett,1000
2947,Fay Masterson,126
2948,Faye Dunaway,977
2949,Fedja van Huêt,20
2950,Fedor Bondarchuk,35
2951,Felicia Pearson,161
2952,Felicity Huffman,508
2953,Felix Avitia,33
2954,Fenella Woolgar,87
2955,Ferdinando Vetere,50
2956,Fereshteh Sadre Orafaiy,5
2957,Fergie,529
2958,Fernanda Andrade,403
2959,Fernanda Machado,39
2960,Fernanda Montenegro,119
2961,Fernanda Torres,24
2962,Fernando Cayo,143
2963,Fernando Rey,165
2964,Filippo Timi,101
2965,Finlay Currie,70
2966,Finn Ireland,107
2967,Finn Wittrock,769
2968,Finola Hughes,224
2969,Fiona Dourif,253
2970,Fiona Glascott,55
2971,Fiona Shaw,687
2972,Fionnula Flanagan,482
2973,Firass Dirani,239
2974,Fisher Stevens,922
2975,Flaco Navaja,64
2976,Flavio Parenti,144
2977,Flea,535
2978,Flint Beverage,259
2979,Florence Henderson,337
2980,Florian Lukas,65
2981,Forrest Tucker,88
2982,Fortunato Cerlino,9
2983,Fran Drescher,859
2984,Fran Kranz,557
2985,Frances Bavier,407
2986,Frances Bay,491
2987,Frances Conroy,827
2988,Frances Fisher,638
2989,Frances Lee McCain,107
2990,Frances O'Connor,575
2991,Francesc Pagès,132
2992,Francesca Capaldi,144
2993,Francesca Rettondini,78
2994,Francine Blake,0
2995,Francis Capra,937
2996,Francis Lederer,20
2997,Franco Nero,576
2998,Frank Dillane,571
2999,Frank Faylen,66
3000,Frank Finlay,338
3001,Frank Gerrish,81
3002,Frank Grillo,798
3003,Frank Hvam,33
3004,Frank Langella,902
3005,Frank Langella,903
3006,Frank McHugh,37
3007,Frank Rautenbach,48
3008,Frank Vincent,356
3009,Frank Welker,2000
3010,Frank Whaley,436
3011,Frankie Muniz,934
3012,Frankie Valli,197
3013,Franky G,93
3014,François Berléand,86
3015,François Bégaudeau,15
3016,François Chau,294
3017,François Cluzet,541
3018,François Damiens,24
3019,Françoise Yip,186
3020,Fred Armisen,424
3021,Fred Gwynne,886
3022,Fred MacMurray,516
3023,Fred Malatesta,8
3024,Fred Melamed,105
3025,Fred Rogers,419
3026,Fred Tatasciore,118
3027,Fred Ward,459
3028,Fred Willard,729
3029,Fred Williamson,767
3030,Freddie Jones,124
3031,Freddy Rodríguez,579
3032,Frederic Forrest,236
3033,Frederick Weller,152
