Actor,Soma de Facebook_likes,id_title
Cole Hauser,787,2076
Cole Hauser,787,2262
Cole Hauser,787,2565
Cole Hauser,787,3543
Cole Hauser,787,3650
Colette Divine,5,4567
Colin Andrews,0,4716
Colin Farrell,0,3694
Colin Ferguson,747,1332
Colin Ferguson,747,4305
Colin Firth,14000,62
Colin Firth,14000,648
Colin Firth,14000,915
Colin Firth,14000,987
Colin Firth,14000,1095
Colin Firth,14000,1416
Colin Firth,14000,1888
Colin Firth,14000,1906
Colin Firth,14000,1922
Colin Firth,14000,2001
Colin Firth,14000,2123
Colin Firth,14000,2148
Colin Firth,14000,2459
Colin Firth,14000,2608
Colin Firth,14000,2710
Colin Firth,14000,2810
Colin Firth,14000,2970
Colin Firth,14000,3406
Colin Firth,14000,3501
Colin O'Donoghue,3000,1393
Colin Salmon,766,150
Colin Salmon,766,173
Colin Salmon,766,253
Colin Salmon,766,597
Colin Salmon,766,1438
Colin Salmon,766,1495
Colin Salmon,766,1803
Colin Salmon,766,1831
Colin Salmon,766,4320
Colin Salmon,766,4873
Colin Stinton,23,1453
Colleen Dewhurst,157,3994
Colleen Haskell,182,2088
Colleen O'Shaughnessey,45,3758
Collette Wolfe,390,1386
Collette Wolfe,390,2424
Collette Wolfe,390,2824
Collette Wolfe,390,2963
Collin Alfredo St. Dic,48,3932
Collin Chou,269,125
Collin Kahey,13,4856
Collins Pennie,458,2409
Colm Feore,539,761
Colm Feore,539,855
Colm Feore,539,878
Colm Feore,539,1586
Colm Feore,539,2372
Colm Feore,539,2398
Colm Feore,539,2828
Colm Feore,539,3386
Colm Feore,539,4114
Common,988,45
Common,988,176
Common,988,528
Common,988,535
Common,988,1014
Common,988,1244
Common,988,1855
Common,988,2497
Common,988,2967
Common,989,4073
Conchata Ferrell,658,938
Conchata Ferrell,658,2178
Conchata Ferrell,658,2634
Conchata Ferrell,658,3604
Conleth Hill,386,2718
Connie Nielsen,933,284
Connie Nielsen,933,384
Connie Nielsen,933,559
Connie Nielsen,933,873
Connie Nielsen,933,1004
Connie Nielsen,933,1780
Connie Nielsen,933,2939
Connie Nielsen,933,3140
Connie Nielsen,933,3649
Connie Ray,90,1943
Connor Corum,116,3017
Connor Paolo,530,3951
Connor Paolo,530,4422
Conrad Coates,66,2520
Conrad Dunn,40,2743
Conrad Goode,477,966
Conrad Kemp,44,2592
Conrad Veidt,269,4527
Conrad Vernon,48,583
Constance Marie,442,192
Constance Marie,441,2203
Constance Shulman,804,3724
Constance Wu,100,4945
Consuelo Gómez,6,5036
Corbin Allred,214,4673
Corbin Bernsen,1000,2722
Corbin Bernsen,1000,3035
Corbin Bernsen,1000,3607
Corbin Bernsen,1000,3808
Corbin Bernsen,1000,4876
Corbin Bernsen,1000,4990
Corbin Bleu,632,2434
Corbin Bleu,632,3029
Corbin Bleu,632,3239
Corbin Bleu,632,3544
Corbin Bleu,632,3881
Corbin Bleu,632,4032
Corey Johnson,123,2859
Corey Sevier,383,3797
Corinna Harney,779,1048
Corlandos Scott,133,4989
Cornel Wilde,132,3891
Cory Hardrict,303,1615
Costas Mandylor,723,1121
Costas Mandylor,723,1676
Costas Mandylor,723,2336
Costas Mandylor,723,2498
Costas Mandylor,723,3041
Costas Mandylor,723,3072
Costas Mandylor,723,3092
Costas Mandylor,723,3098
Costas Mandylor,723,3816
Countess Vaughn,200,4079
Courtney B. Vance,495,665
Courtney B. Vance,495,1262
Courtney B. Vance,495,1594
Courtney Bell,28,4984
Courtney Gains,559,1340
Courtney Love,353,4100
Coyote Shivers,44,4502
Craig Bierko,380,681
Craig Bierko,380,2574
Craig Conway,159,3486
Craig Dougherty,0,4891
Craig Fairbrass,258,3246
Craig Ferguson,759,94
Craig Ferguson,759,1671
Craig Ferguson,759,3943
Craig Hall,50,1994
Craig Parker,978,1433
Craig Roberts,920,940
Craig Roberts,920,2392
Craig Roberts,920,2475
Craig Roberts,920,4348
Craig Sheffer,391,3434
Craig Stark,46000,707
Craig T. Nelson,723,350
Craig T. Nelson,723,1187
Craig T. Nelson,723,1203
Craig T. Nelson,723,1391
Craig T. Nelson,723,1439
Craig T. Nelson,723,2401
Craig T. Nelson,723,2422
Craig T. Nelson,723,2445
Craig T. Nelson,723,3070
Craig T. Nelson,723,4114
Cree Kelly,39,3688
Cree Summer,503,369
Cree Summer,503,1751
Cree Summer,503,1913
Cree Summer,503,1914
Cristián de la Fuente,462,578
Crystal Lowe,319,1067
Crystal Lowe,318,1386
Crystal Lowe,318,1896
Crystal Lowe,318,3295
Crystal Lowe,318,5039
Crystal R. Fox,213,4250
Cullen Douglas,256,4454
Currie Graham,172,507
Curt Doussett,17,4739
Curtis Armstrong,876,1213
Curtis Armstrong,876,2528
Curtis Armstrong,876,2730
Curtis Armstrong,876,3133
Curtis Armstrong,876,3380
Curtis Armstrong,876,3561
Curtis Armstrong,876,3595
Curtiss Cook,591,378
Curtiss Cook,591,2976
Curtiss Cook,591,3616
Curtiss Cook,591,4335
Cybill Shepherd,536,4144
Cyd Charisse,390,4179
Cyndi Lauper,732,3810
Cynthia Barrett,473,3777
Cynthia Geary,61,4904
Cynthia Myers,46,4547
Cynthia Nixon,479,827
Cynthia Nixon,479,1021
Cynthia Rhodes,174,3468
Cynthia Stevenson,271,2566
Cynthia Watros,254,4711
Cyril Raffaelli,297,270
Cyril Raffaelli,297,2736
D. David Morin,234,4656
D. David Morin,234,4732
D.B. Sweeney,558,199
D.B. Sweeney,558,1075
D.B. Sweeney,558,1464
D.B. Sweeney,558,2137
D.B. Sweeney,558,3318
D.B. Woodside,598,1352
Dabney Coleman,345,3110
Dabney Coleman,345,3373
Dagmara Dominczyk,316,1357
Dagmara Dominczyk,316,2583
Dagmara Dominczyk,316,2983
Dagmara Dominczyk,316,3307
Dagmara Dominczyk,316,3829
Dahong Ni,3,3008
Dahong Ni,3,4409
Daisy Betts,297,3370
Dalia Hernández,78,1237
Dalip Singh,421,448
Dallas Barnett,473,2002
Dallas Roberts,405,1736
Dallas Roberts,405,2460
Dallas Roberts,405,4011
Dal-su Oh,7,3256
Dameon Clarke,170,2895
Damián Alcázar,201,17
Damián Alcázar,201,4361
Damián Delgado,10,4007
Damian Jewan Lee,15,4998
Damian Lewis,0,544
Damian Walshe-Howling,122,3244
Damien Garvey,37,2229
Damien Garvey,37,3034
Damon Albarn,25,4761
Damon Owlia,9,5017
Damon Wayans,836,2329
Damon Wayans Jr.,756,90
Damon Wayans Jr.,756,1377
Damon Wayans Jr.,756,1937
Damon Wayans Jr.,756,2490
Dan Bakkedahl,59,2424
Dan Bilzerian,127,1195
Dan Byrd,1000,2360
Dan Byrd,1000,2503
Dan Byrd,1000,3390
Dan Fogler,562,144
Dan Fogler,562,185
Dan Fogler,562,866
Dan Fogler,562,1924
Dan Fogler,562,2381
Dan Fogler,562,3848
Dan Futterman,254,2707
Dan Futterman,254,3940
Dan Futterman,254,4892
Dan Hedaya,281,2065
Dan Hedaya,281,2501
Dan Hedaya,281,2822
Dan Hedaya,281,3532
Dan Hedaya,281,4110
Dan Hicks,328,4004
Dan Hicks,328,4430
Dan Novy,19,4992
Dan O'Herlihy,128,2014
Dan O'Herlihy,128,4185
Dana Andrews,188,3851
Dana Andrews,188,4239
Dana Blackstone,96,4884
Dana Delany,722,1893
Dana Delany,722,3781
Dana Hanna,36,4188
Dana Ivey,268,60
Dana Ivey,268,726
Dana Ivey,271,2249
Dana Ivey,271,2612
Dana Kimmell,31,4229
Dane Cook,1000,1288
Dane Cook,1000,1924
Dane Cook,1000,2244
Dane Cook,1000,3127
Dane Cook,1000,4312
Dane Cook,1000,4516
Dania Ramirez,1000,979
Dania Ramirez,1000,1103
Dania Ramirez,1000,1476
Dania Ramirez,1000,2940
Daniel Auteuil,370,2880
Daniel Baldwin,413,4323
Daniel Bernhardt,198,127
Daniel Brochu,12,1266
Daniel Cudmore,560,35
Daniel Franzese,374,4383
Daniel Giménez Cacho,43,3741
Daniel Henney,719,90
Daniel Henney,719,5042
Daniel Kaluuya,219,1136
Daniel Kaluuya,219,1645
Daniel Kash,52,4238
Daniel Lapaine,92,1984
Daniel London,52,4833
Daniel Mays,287,1147
Daniel Mays,287,1306
Daniel Mays,287,1465
Daniel Mays,287,2100
Daniel Mays,287,2223
Daniel Radcliffe,11000,10
Daniel Radcliffe,11000,115
Daniel Radcliffe,11000,116
Daniel Radcliffe,11000,196
Daniel Radcliffe,11000,203
Daniel Radcliffe,11000,286
Daniel Radcliffe,11000,381
Daniel Radcliffe,11000,1147
Daniel Radcliffe,11000,1306
Daniel Radcliffe,11000,2100
Daniel Radcliffe,11000,2440
Daniel Radcliffe,11000,2627
Daniel Rindress-Kay,7,1615
Daniel Roebuck,1000,1139
Daniel Roebuck,1000,1854
Daniel Roebuck,1000,1905
Daniel Roebuck,1000,2034
Daniel Roebuck,1000,2055
Daniel Roebuck,1000,4344
Daniel Roebuck,1000,4569
Daniel Sharman,1000,555
Daniel Sharman,1000,3177
Daniel Stern,796,1683
Daniel Stern,796,2691
Daniel Stern,796,3165
Daniel Stern,796,3747
Daniel Stern,796,4478
Daniel Stewart Sherman,29,3799
Daniel Tay,92,4266
Daniel Travis,7,4727
Daniel von Bargen,577,668
Daniel von Bargen,577,719
Daniel von Bargen,577,902
Daniel von Bargen,577,1310
Daniel von Bargen,577,1392
Daniel von Bargen,577,1847
Daniel von Bargen,577,4487
Daniel Wu,353,2698
Daniel Wu,353,2754
Daniel Zettel,14,3028
Daniela Bianchi,201,4248
Daniella Alonso,557,1352
Daniella Alonso,557,2671
Daniella Alonso,557,3267
Daniella Alonso,557,3882
Daniella Pineda,133,5038
Danielle Darrieux,106,3457
Danielle Kotch,1000,4060
Danielle Savre,137,4700
Danielle von Zerneck,51,3558
Dann Florek,367,1485
Danneel Ackles,1000,1443
Danneel Ackles,1000,2556
Danneel Ackles,1000,2932
Danny Aiello,388,3681
Danny Aiello,388,3810
Danny Aiello,388,4293
Danny Arroyo,575,3949
Danny Dyer,798,3226
Danny Dyer,798,3228
Danny Dyer,798,3862
Danny Dyer,798,4031
Danny Dyer,798,4967
Danny Huston,430,526
Danny Huston,430,1653
Danny Huston,430,1866
Danny Huston,430,2261
Danny Huston,430,2316
Danny Huston,430,2327
Danny Huston,430,3164
Danny Masterson,1000,942
Danny Masterson,1000,1775
Danny Nucci,242,1554
Danny Pino,786,2670
Danny Pino,786,3260
Danny Pino,786,4116
Danny Rhodes,77,1652
Danny Sapani,102,3243
Danny Strong,714,2538
Danny Webb,130,3297
Danny Webb,130,3883
Danny Woodburn,809,246
Danny Woodburn,809,424
Danny Woodburn,809,819
Danny Woodburn,809,1029
Danny Woodburn,809,2821
Danny Woodburn,809,3127
Dante Brown,505,2382
Dany Boon,172,1177
Dany Boon,172,1978
Dany Boon,172,2120
Dany Boon,172,2587
Dany Verissimo-Petit,58,2736
Daoming Chen,10,4056
Daphne Zuniga,470,5039
Darci Kistler,2,2383
Darcy Donavan,640000,1903
Daren Kagasoff,704,3703
Dario Nozic Serini,0,4723
Darlene Love,91,167
Darren Boyd,112,3429
Darren E. Burrows,121,4433
Darren Healy,18,4932
Darren Keefe Reiher,27,4128
Darren Kendrick,32,4842
Darren McGavin,577,4035
Darren Shahlavi,294,2314
Darren Shahlavi,294,3465
Darryl Cox,96,3788
Darryl Hunt,2,4916
Darryl Stephens,658,3500
Darshan Jariwala,14,3790
Darwin Shaw,55,2093
Daryl Hannah,0,3611
Daryl Sabara,640,6
Daryl Sabara,640,1406
Daryl Sabara,640,1825
Daryl Sabara,640,3227
Daryl Sabara,640,4552
Daryn Tufts,15,4735
Dash Mihok,463,918
Dash Mihok,463,2069
Dash Mihok,463,2299
Dash Mihok,463,2706
Dash Mihok,463,3062
Dash Mihok,463,3421
Daston Kalili,2,4764
Dato Bakhtadze,48,1529
Dave Allen,135,2936
Dave Allen,135,4770
Dave Annable,642,1680
Dave Chappelle,744,461
Dave Chappelle,744,660
Dave Chappelle,744,842
Dave Chappelle,744,1381
Dave Chappelle,744,1915
Dave Chappelle,744,2866
Dave Chappelle,744,2979
Dave Chappelle,744,3381
Dave Chappelle,744,3613
Dave Chappelle,744,4073
Dave Fennoy,338,4703
Dave Foley,401,2204
Dave Foley,401,3186
Dave Legeno,570,200
Dave Legeno,570,1857
Dave Legeno,570,2742
Dave Legeno,570,3804
Dave Sheridan,233,4341
David A Cole,428,3894
David A.R. White,266,4711
David Adam Flannery,394,3809
David Agranov,308,2369
David Alan Basche,68,2417
David Alan Grier,360,3607
David Alan Grier,360,4432
David Alpay,232,2596
David Arquette,611,2037
David Arquette,611,2361
David Arquette,611,2991
David Arquette,611,3308
David Arquette,611,4577
David Backus,43,900
David Bailie,40,1017
David Barnes,0,4971
David Belle,510,1117
David Belle,510,2736
David Bianchi,715,4138
David Calder,27,695
David Carradine,926,856
David Carradine,926,1282
David Carradine,926,2193
David Carradine,926,2275
David Carradine,926,3149
David Carradine,926,3748
David Carradine,926,4845
David Chandler,0,5041
David Clennon,145,1360
David Clennon,145,3781
David Conrad,642,1861
David Costabile,681,971
David Costabile,681,1669
David Costabile,681,1712
David Costabile,681,2911
David Costabile,681,4906
David Dastmalchian,290,3687
David Della Rocco,333,3536
David DeLuise,275,4635
David Dencik,94,2871
David Denman,332,3370
David Douglas,19,4128
David Eigenberg,395,1165
David Fine,1000,1274
David Fine,1000,4288
David Frederick White,6,4798
David Gallagher,796,1542
David Gallagher,796,4644
David Gant,21,579
David Gulpilil,93,3324
David Gulpilil,93,3505
David Harbour,313,1837
David Hemmings,178,3336
David Herman,233,158
David Herman,233,4215
David Hewlett,686,1693
David Hewlett,686,3009
David Hewlett,686,3957
David Hewlett,686,4861
David Hewlett,686,4950
David Hewlett,686,4951
David Heyman,51,4091
David Hoffman,94,508
David Huddleston,1000,3815
David Huddleston,1000,4169
David Hyde Pierce,443,604
David Hyde Pierce,443,624
David Hyde Pierce,443,2028
David Hyde Pierce,443,4596
David Jason,325,995
David Jason Perez,1000,4188
David Julian Hirsh,147,1741
David Keith,563,703
David Keith,563,1108
David Keith,563,1226
David Keith,563,2682
David Keith,563,3334
David Keith,563,4607
David Kelly,588,119
David Kelly,588,611
David Kelly,588,1854
David Kelly,588,4054
David Kennedy,35,3069
David Kross,388,1539
David Kross,388,3728
David Lee Smith,131,4915
David Lewis,164,4346
David Lyons,576,1770
David Lyons,576,4820
David Mamet,342,4747
David Mann,378,2192
David Margulies,567,2447
David Margulies,567,2925
David Margulies,567,3560
David Masterson,577,2449
David Masterson,577,4211
David Mersault,9,4992
David Moscow,306,2369
David Murray,96,2526
David Niven,490,2515
David Niven,490,2905
David Niven,490,4509
David Oakes,335,4626
David Ogden Stiers,443,444
David Ogden Stiers,443,2703
David Ogden Stiers,443,3053
David Ogden Stiers,443,3983
David O'Hara,736,1910
David Opatoshu,14,4072
David Oyelowo,1000,346
David Oyelowo,1000,506
David Oyelowo,1000,740
David Oyelowo,1000,826
David Oyelowo,1000,1595
David Oyelowo,1000,2185
David Oyelowo,1000,2317
David Oyelowo,1000,3608
David Oyelowo,1000,4279
David Oyelowo,1000,4447
David Oyelowo,1000,4902
David Patrick Kelly,380,1037
David Patrick Kelly,380,1329
David Patrick Kelly,380,3489
David Patrick Kelly,380,4364
David Paymer,372,483
David Paymer,372,1516
David Paymer,372,1681
David Paymer,372,1697
David Proval,354,1282
David Proval,354,4245
David Raizor,784,3817
David Ramsey,677,2289
David Rasche,219,777
David Rasche,220,2760
David Richmond-Peck,60,2997
David Schaal,59,5008
David Schneider,27,3364
David Sparrow,9,1767
David Suchet,586,145
David Suchet,586,1701
David Sullivan,45,5034
David Thewlis,0,3399
David Thornton,119,1223
David Thornton,119,3217
David Threlfall,168,174
David Walliams,217,1366
David Walton,676,889
David Walton,676,2024
David Warbeck,22,4803
David Wayne,116,3564
David Wayne,116,3898
David White,180,4070
David Zayas,929,673
David Zayas,929,1116
David Zayas,929,3141
David Zayas,929,3298
David Zucker,119,4710
Dawn French,229,745
Dax Flame,971,1155
Dax Flame,971,2937
Dayna Devon,12,4061
Dayo Okeniyi,478,4198
Dean Andrews,34,4385
Dean Dawson,81,2893
Dean Jones,913,700
Dean Stockwell,936,400
Dean Stockwell,936,1247
Dean Stockwell,936,2157
Dean Stockwell,936,2739
Dean Stockwell,936,4270
Debbie Harry,391,3652
Debbie Harry,391,3858
Debbie Reynolds,786,1173
Debbie Reynolds,786,1610
Debbie Reynolds,786,2299
Debbie Reynolds,786,4179
Debi Derryberry,122,3540
Debi Mazar,680,310
Debi Mazar,680,545
Debi Mazar,680,640
Debi Mazar,680,737
Debi Mazar,680,759
Debi Mazar,680,1665
Debi Mazar,680,2560
Debi Mazar,680,2985
Debi Mazar,680,4463
Deborah Foreman,190,3746
Deborah Kara Unger,495,948
Deborah Kara Unger,495,976
Deborah Kara Unger,495,977
Deborah Kara Unger,494,1349
Deborah Kara Unger,494,1690
Deborah Kara Unger,494,2253
Deborah Kara Unger,494,3099
Deborah Kerr,426,3353
Deborah Kerr,426,4389
Deborah Mailman,46,3505
Deborah Mailman,46,3556
Déborah Révy,34,4505
Deborah Twiss,488,1773
Deborra-Lee Furness,71,3075
Debra Lynn Hull,73,4875
Debra Messing,650,413
Debra Messing,650,1158
Debra Messing,650,1165
Debra Messing,650,2560
Debra Messing,650,2578
Debra Messing,650,2649
Debra Messing,650,3962
Debra Monk,86,2087
Debra Paget,102,4548
Debra Winger,568,1240
Debra Winger,568,1426
Debrah Farentino,143,4289
Debrianna Mansini,175,3333
Dee Bradley Baker,668,697
Dee Bradley Baker,668,766
Dee Bradley Baker,668,3330
Dee Wallace,725,3081
Dee Wallace,725,4438
Dee Wallace,725,4537
Dee Wallace,725,4595
Deems Taylor,0,4226
DeForest Kelley,606,4812
Deirdre Lorenz,350,4515
Del Zamora,752,282
Del Zamora,752,4415
Dell Yount,62,2061
Della Reese,388,199
Della Reese,388,3368
Delphine Chanéac,559,1693
Delroy Lindo,848,68
Delroy Lindo,848,170
Delroy Lindo,848,319
Delroy Lindo,848,588
Delroy Lindo,848,667
Delroy Lindo,848,799
Delroy Lindo,848,1035
Delroy Lindo,848,1430
Delroy Lindo,848,1502
Delroy Lindo,848,1585
Delroy Lindo,848,1894
Delroy Lindo,848,2021
Delroy Lindo,848,2796
Delroy Lindo,848,3433
Delroy Lindo,848,4232
Demetri Martin,210,1758
Demetrius Grosse,69,4996
Demi Moore,2000,227
Demi Moore,2000,298
Demi Moore,2000,854
Demi Moore,2000,975
Demi Moore,2000,996
Demi Moore,2000,1022
Demi Moore,2000,1143
Demi Moore,2000,1525
Demi Moore,2000,2074
Demi Moore,2000,2082
Demi Moore,2000,2291
Demi Moore,2000,2473
Demi Moore,2000,2930
Demi Moore,2000,3212
Demi Moore,2000,3955
Demi Moore,2000,4026
Demián Bichir,749,1109
Demián Bichir,749,1160
Demián Bichir,749,2306
Demián Bichir,749,3203
Denden,6,5030
Dendrie Taylor,120,2127
Deneen Tyler,351,1243
Denholm Elliott,249,3294
Denholm Elliott,249,3761
Denholm Elliott,249,4058
Denholm Elliott,249,4172
Denis Lavant,226,890
Denis Lavant,226,3833
Denis Lavant,226,3938
Denis Leary,835,359
Denis Leary,835,530
Denis Leary,835,652
Denis Leary,835,1059
Denis Leary,835,1229
Denis O'Hare,896,775
Denis O'Hare,896,782
Denis O'Hare,896,1187
Denis O'Hare,896,2095
Denis O'Hare,896,2128
Denis O'Hare,896,2213
Denis O'Hare,896,3329
Denis O'Hare,896,3715
Denise Boutte,295,2192
Denise Boutte,295,4508
Denise Crosby,426,3020
Dennis Burkley,311,3196
Dennis Franz,376,2441
Dennis Franz,376,3167
Dennis L.A. White,251,4783
Dennis Quaid,2000,78
Dennis Quaid,2000,220
Dennis Quaid,2000,349
Dennis Quaid,2000,562
Dennis Quaid,2000,699
Dennis Quaid,2000,735
Dennis Quaid,2000,830
Dennis Quaid,2000,1215
Dennis Quaid,2000,1311
Dennis Quaid,2000,1367
Dennis Quaid,2000,1371
Dennis Quaid,2000,1522
Dennis Quaid,2000,1582
Dennis Quaid,2000,1814
Dennis Quaid,2000,1848
Dennis Quaid,2000,1850
Dennis Quaid,2000,2085
Dennis Quaid,2000,2422
Dennis Quaid,2000,2518
Dennis Quaid,2000,2823
Dennis Quaid,2000,2972
Dennis Quaid,2000,3149
Denny Kirkwood,17,4738
Denzel Washington,18000,291
Denzel Washington,18000,293
Denzel Washington,18000,355
Denzel Washington,18000,406
Denzel Washington,18000,464
Denzel Washington,18000,477
Denzel Washington,18000,610
Denzel Washington,18000,723
Denzel Washington,18000,747
Denzel Washington,18000,849
Denzel Washington,18000,851
Denzel Washington,18000,947
Denzel Washington,18000,988
Denzel Washington,18000,1043
Denzel Washington,18000,1070
Denzel Washington,18000,1080
Denzel Washington,18000,1086
Denzel Washington,18000,1349
Denzel Washington,18000,1380
Denzel Washington,18000,1430
Denzel Washington,18000,1577
Denzel Washington,18000,1593
Denzel Washington,18000,1676
Denzel Washington,18000,1714
Denzel Washington,18000,1744
Denzel Washington,18000,1946
Denzel Washington,18000,2419
Denzel Washington,18000,2573
Denzel Washington,18000,2653
Denzel Washington,18000,2897
Denzel Washington,18000,3145
Denzel Washington,18000,3375
Deon Richmond,209,4079
Dequina Moore,41,2281
DeRay Davis,328,2520
Derek Brandon,168,4878
Derek Graf,11,2049
Derek Jacobi,520,337
Derek Jacobi,520,1146
Derek Jacobi,520,1731
Derek Jacobi,520,2013
Derek Jacobi,520,2608
Derek Jacobi,520,3250
Derek Jacobi,520,3297
Derek Jacobi,520,4142
Derek Jeter,107,295
Derek Luke,543,1644
Derek Luke,543,1865
Derek Luke,543,2076
Derek Luke,543,2477
Derek Luke,543,2807
Derek Luke,543,2897
Derek Luke,543,4831
Derek Magyar,108,4003
Derek Mears,520,967
Derek Mears,520,1239
Derek Mears,520,1475
Derek Wayne Johnson,184,3525
Derick Martini,20000,4999
Dermot Crowley,51,2205
Desmond Askew,36,4808
Desmond Llewelyn,244,173
Desmond Llewelyn,244,1238
Desmond Llewelyn,244,1578
Desmond Llewelyn,244,1766
Desmond Llewelyn,244,2775
Desmond Llewelyn,244,3263
Desmond Llewelyn,244,3282
Desmond Llewelyn,244,3376
Desmond Llewelyn,244,3466
Desmond Llewelyn,244,3484
DeVaughn Nixon,164,1874
Devid Striesow,24,4903
Devin Ratray,1000,492
Devin Ratray,1000,1670
Devin Ratray,1000,2154
Devin Ratray,1000,2602
Devin Ratray,1000,2960
Devin Ratray,1000,4793
Devon Murray,219,1970
DeWayne Warren,39,2137
Dexter Fletcher,452,615
Dexter Fletcher,452,2309
Dexter Fletcher,452,2755
Dexter Fletcher,452,3714
Dexter Fletcher,452,4459
Diahann Carroll,426,2714
Diahann Carroll,426,3733
Diahann Carroll,426,4013
Dian Bachar,203,4575
Diana Maria Riva,89,2505
Diana Ross,295,2038
Diana Scarwid,157,3726
Diana Scarwid,157,4202
Diana Vickers,111,3967
Diane Baker,167,4666
Diane Ladd,206,3640
Diane Sorrentino,17,4949
Diane Venora,171,4618
Dianne Wiest,967,767
Dianne Wiest,967,1957
Dianne Wiest,967,2026
Dianne Wiest,967,2092
Dianne Wiest,967,2178
Dianne Wiest,967,2276
Dianne Wiest,967,3004
Dianne Wiest,967,3332
Dianne Wiest,967,3346
Dianne Wiest,967,3783
Dichen Lachman,717,2957
Dichen Lachman,717,4687
Dick Cavett,49,4747
Dick Cheney,21,4287
Dick Clark,504,1741
Dick Clark,504,4055
Dick Powell,105,4787
Dick Van Patten,605,2080
Dick Van Patten,605,4024
Dick Van Patten,605,4633
Dick York,474,480
Dickie Jones,48,1144
Diedrich Bader,759,132
Diedrich Bader,759,769
Diedrich Bader,759,1655
Diedrich Bader,759,2204
Diedrich Bader,759,3110
Diedrich Bader,759,3162
Diedrich Bader,759,3191
Diedrich Bader,759,4792
Diego Ramos,10,2131
Diego Velazquez,86,3388
Diganth,0,3835
Dileep Raj,0,3835
Diljit Dosanjh,32,4164
Dillon Casey,281,1591
Dilshad Vadsaria,579,1774
Dimple Kapadia,62,3867
Dinah Manoff,118,3287
Dinesh D'Souza,67,4182
Diora Baird,378,2818
Dirk Benedict,554,261
Dirk Bogarde,232,1844
Divine,462,5026
DJ Pooh,69,3910
Djimon Hounsou,3000,96
Djimon Hounsou,3000,163
Djimon Hounsou,3000,281
Djimon Hounsou,3000,284
Djimon Hounsou,3000,302
Djimon Hounsou,3000,308
Djimon Hounsou,3000,342
Djimon Hounsou,3000,380
Djimon Hounsou,3000,1128
Djimon Hounsou,3000,1478
Djimon Hounsou,3000,2106
Djimon Hounsou,3000,2142
Djimon Hounsou,3000,2344
Djimon Hounsou,3000,2889
Djimon Hounsou,3000,3335
DMX,432,1925
Dolly Parton,1000,1810
Dolly Parton,1000,2151
Dom DeLuise,842,2151
Dom DeLuise,842,2853
Dom DeLuise,842,3042
Dom DeLuise,842,3357
Dom DeLuise,842,3870
Dom DeLuise,842,4574
Domenick Lombardozzi,216,234
Dominic Colón,41,4871
Dominic Cooper,3000,109
Dominic Cooper,3000,172
Dominic Cooper,3000,609
Dominic Cooper,3000,644
Dominic Cooper,3000,650
Dominic Cooper,3000,1716
Dominic Cooper,3000,1818
Dominic Cooper,3000,2370
Dominic Cooper,3000,3398
Dominic Cooper,3000,3441
Dominic Cooper,3000,3981
Dominic Flores,1000,1789
Dominic Monaghan,2000,124
Dominick Brascia,17,4230
Dominik Castell,4,4191
Dominik García-Lorido,130,3616
Dominique McElligott,356,2379
Dominique McElligott,356,3864
Dominique Sanda,48,4683
Don Ameche,392,3294
Don Ameche,392,4273
Don Brooks,0,5010
Don Cheadle,3000,33
Don Cheadle,3000,384
Don Cheadle,3000,387
Don Cheadle,3000,484
Don Cheadle,3000,539
Don Cheadle,3000,733
Don Cheadle,3000,831
Don Cheadle,3000,1055
Don Cheadle,3000,2250
Don Cheadle,3000,2481
Don Cheadle,3000,2514
Don Cheadle,3000,2668
Don Cheadle,3000,3194
Don Cheadle,3000,3453
Don Cheadle,3000,3617
Don Francks,123,3270
Don Gordon,59,3792
Don Johnson,982,178
Don Johnson,982,1099
Don Johnson,982,1223
Don Johnson,982,2071
Don Johnson,982,2912
Don Johnson,982,3198
Don McKellar,45,1998
Don McKellar,45,5027
Don McManus,98,1953
Don Pardo,410,2568
Don Rickles,721,44
Don Rickles,721,921
Don Rickles,721,2868
Don S. Davis,440,858
Don Stark,181,2284
Don Wallace,54,4841
Donald Austin,0,4891
Donald Faison,927,1793
Donald Faison,927,1997
Donald Faison,927,2629
Donald Faison,927,2799
Donald Faison,927,2822
Donald Faison,927,3141
Donald Faison,927,3757
Donald Faison,927,3829
Donald Faison,927,4076
Donald Faison,927,4079
Donald Gibb,403,4404
Donald Glover,801,279
Donald Glover,801,3716
Donald Glover,801,4419
Donald Pleasence,742,2045
Donald Pleasence,742,2493
Donald Pleasence,742,2620
Donald Pleasence,742,3263
Donald Pleasence,742,3599
Donald Pleasence,742,3609
Donald Pleasence,742,3740
Donald Pleasence,742,3745
Donald Pleasence,742,3904
Donald Pleasence,742,4822
Donald Rumsfeld,17,4287
Donald Sumpter,151,1866
Donald Sumpter,151,3325
Donald Trump,808,4367
Donald Watkins,552,1011
Donatas Banionis,29,1062
Dong-gun Jang,489,1175
Dong-gun Jang,489,1721
Dong-gun Jang,489,2915
Donna Murphy,553,8
Donna Murphy,553,4365
Donna Reed,488,4050
Donna Reed,488,4389
Donna Zovko,0,4676
Donnie Dunagan,12,4648
Donny Alamsyah,60,4524
Donny Boaz,2000,2328
Donovan Scott,54,1991
Doona Bae,629,2989
Dorian Missick,1000,477
Dorian Missick,1000,673
Dorian Missick,1000,726
Dorian Missick,1000,1140
Dorian Missick,1000,1678
Dorian Missick,1000,1813
Dorian Missick,1000,3882
