id_title,movie_title,language,title_year,color,content_rating,country,Soma de budget,Soma de gross,Soma de duration
823,Did You Hear About the Morgans? ,English,2009,Color,PG-13,USA,58000000,29580087,103
824,The Internship ,English,2013,Color,PG-13,USA,58000000,44665963,125
825,Resident Evil: Afterlife ,English,2010,Color,R,Germany,60000000,60128566,97
826,Red Tails ,English,2012,Color,PG-13,USA,58000000,49875589,125
827,Sex and the City ,English,,Color,TV-MA,USA,,,30
828,The Devil's Advocate ,English,1997,Color,R,USA,57000000,60984028,136
829,That's My Boy ,English,2012,Color,R,USA,70000000,36931089,116
830,DragonHeart ,English,1996,Color,PG-13,USA,57000000,51317350,103
831,After the Sunset ,English,2004,Color,PG-13,USA,58000000,28328132,97
832,Ghost Rider: Spirit of Vengeance ,English,2011,Color,PG-13,USA,57000000,51774002,96
833,Captain Corelli's Mandolin ,English,2001,Color,R,UK,57000000,25528495,131
834,Anger Management ,English,,Color,"",USA,,,22
835,The Pacifier ,English,2005,Color,PG,Canada,56000000,113006880,95
836,Walking Tall ,English,2004,Color,PG-13,USA,56000000,45860039,86
837,Forrest Gump ,English,1994, Black and White,PG-13,USA,55000000,329691196,142
838,Alvin and the Chipmunks ,English,2007,Color,PG,USA,60000000,217326336,92
839,Meet the Parents ,English,2000,Color,PG-13,USA,55000000,166225040,108
840,Pocahontas ,English,1995,Color,G,USA,55000000,141600000,84
841,Superman ,English,1978,Color,PG,USA,55000000,134218018,188
842,The Nutty Professor ,English,1996,Color,PG-13,USA,54000000,128769345,95
843,Hitch ,English,2005,Color,PG-13,USA,70000000,177575142,118
844,George of the Jungle ,English,1997,Color,PG,USA,55000000,105263257,92
845,American Wedding ,English,2003,Color,R,USA,55000000,104354205,74
846,Captain Phillips ,English,2013,Color,PG-13,USA,55000000,107100855,134
847,Date Night ,English,2010,Color,PG-13,USA,55000000,98711404,101
848,Casper ,English,1995,Color,PG,USA,50000000,100328194,100
849,The Equalizer ,English,2014,Color,R,USA,55000000,101530738,132
850,Maid in Manhattan ,English,2002,Color,PG-13,USA,55000000,93815117,105
851,Crimson Tide ,English,1995,Color,R,USA,53000000,91400000,123
852,The Pursuit of Happyness ,English,2006,Color,PG-13,USA,55000000,162586036,117
853,Flightplan ,English,2005,Color,PG-13,USA,55000000,89706988,98
854,Disclosure ,English,1994,Color,R,USA,55000000,83000000,128
855,City of Angels ,English,1998,Color,PG-13,Germany,55000000,78745923,114
856,Kill Bill: Vol. 1 ,English,2003, Black and White,R,USA,30000000,70098138,111
857,Bowfinger ,English,1999,Color,PG-13,USA,55000000,66365290,85
858,Stargate SG-1 ,English,,Color,TV-14,USA,1400000,,44
859,Kill Bill: Vol. 2 ,English,2004, Black and White,R,USA,30000000,66207920,137
860,Tango & Cash ,English,1989,Color,R,USA,55000000,63408614,97
861,Death Becomes Her ,English,1992,Color,PG-13,USA,55000000,58422650,104
862,Shanghai Noon ,English,2000,Color,PG-13,USA,55000000,56932305,110
863,Executive Decision ,English,1996,Color,R,USA,55000000,68750000,133
864,Mr. Popper's Penguins ,English,2011,Color,PG,USA,55000000,68218041,94
865,The Forbidden Kingdom ,English,2008,Color,PG-13,USA,55000000,25040293,104
866,Free Birds ,English,2013,Color,PG,USA,55000000,55747724,91
867,Alien 3 ,English,1992,Color,R,USA,50000000,55473600,145
868,Evita ,English,1996,Color,PG,USA,55000000,49994804,135
869,Ronin ,English,1998,Color,R,UK,55000000,41609593,122
870,The Ghost and the Darkness ,English,1996,Color,R,USA,55000000,38553833,110
871,Paddington ,English,2014,Color,PG,UK,55000000,76137505,95
872,The Watch ,English,2012,Color,R,USA,68000000,34350553,102
873,The Hunted ,English,2003,Color,R,USA,55000000,34238611,94
874,Instinct ,English,1999,Color,R,USA,55000000,34098563,126
875,Stuck on You ,English,2003,Color,PG-13,USA,55000000,33828318,118
876,Semi-Pro ,English,2008,Color,R,USA,55000000,33472850,99
877,The Pirates! Band of Misfits ,English,2012,Color,PG,UK,55000000,31051126,88
878,Changeling ,English,2008,Color,R,USA,55000000,35707327,141
879,Chain Reaction ,English,1996,Color,PG-13,USA,50000000,20550712,107
880,The Fan ,English,1996,Color,R,USA,55000000,18573791,116
881,The Phantom of the Opera ,English,2004, Black and White,PG-13,UK,70000000,51225796,143
882,Elizabeth: The Golden Age ,English,2007,Color,PG-13,UK,55000000,16264475,114
883,Æon Flux ,English,2005,Color,PG-13,USA,62000000,25857987,93
884,Gods and Generals ,English,2003,Color,PG-13,USA,56000000,12870569,280
885,Turbulence ,English,1997,Color,R,USA,71000000,11466088,100
886,Imagine That ,English,2009,Color,PG,USA,55000000,16088610,107
887,Muppets Most Wanted ,English,2014,Color,PG,USA,50000000,51178893,119
888,Thunderbirds ,English,2004,Color,PG,UK,57000000,6768055,95
889,Burlesque ,English,2010,Color,PG-13,USA,55000000,39440655,119
890,A Very Long Engagement ,French,2004,Color,R,France,47000000,6167817,133
891,Lolita ,English,1962, Black and White,Not Rated,UK,2000000,,152
892,Eye See You ,English,2002,Color,R,USA,55000000,,96
893,Blade II ,English,2002,Color,R,USA,54000000,81645152,117
894,Seven Pounds ,English,2008,Color,PG-13,USA,55000000,69951824,123
895,Bullet to the Head ,English,2012,Color,R,USA,55000000,9483821,92
896,The Godfather: Part III ,English,1990,Color,R,USA,54000000,66676062,170
897,Elizabethtown ,English,2005,Color,PG-13,USA,57000000,26838389,123
898,"You, Me and Dupree ",English,2006,Color,PG-13,USA,54000000,75604320,110
899,Superman II ,English,1980,Color,PG,USA,54000000,108200000,116
900,Gigli ,English,2003,Color,R,USA,54000000,5660084,121
901,All the King's Men ,English,2006, Black and White,PG-13,Germany,55000000,7221458,128
902,Shaft ,English,2000,Color,R,Germany,46000000,70327868,99
903,Anastasia ,English,1997,Color,G,USA,50000000,58297830,94
904,Moulin Rouge! ,English,2001, Black and White,PG-13,USA,52500000,57386369,127
905,Domestic Disturbance ,English,2001,Color,PG-13,USA,53000000,45207112,89
906,Black Mass ,English,2015,Color,R,USA,53000000,62563543,123
907,Flags of Our Fathers ,English,2006,Color,R,USA,90000000,33574332,135
908,Law Abiding Citizen ,English,2009,Color,R,USA,50000000,73343413,118
909,Grindhouse ,English,2007,Color,R,USA,53000000,25031037,189
910,Beloved ,English,1998,Color,R,USA,55000000,22843047,172
911,Lucky You ,English,2007,Color,PG-13,USA,55000000,5755286,124
912,Catch Me If You Can ,English,2002,Color,PG-13,USA,52000000,164435221,141
913,Zero Dark Thirty ,English,2012,Color,R,USA,40000000,95720716,157
914,The Break-Up ,English,2006,Color,PG-13,USA,52000000,118683135,106
915,Mamma Mia! ,English,2008,Color,PG-13,USA,52000000,143704210,108
916,Valentine's Day ,English,2010,Color,PG-13,USA,52000000,110476776,125
917,The Dukes of Hazzard ,English,2005,Color,PG-13,USA,50000000,80270227,107
918,The Thin Red Line ,English,1998,Color,R,USA,52000000,36385763,215
919,The Change-Up ,English,2011,Color,R,USA,52000000,37035845,118
920,Man on the Moon ,English,1999,Color,R,UK,52000000,34580635,118
921,Casino ,English,1995,Color,R,USA,52000000,42438300,178
922,From Paris with Love ,English,2010,Color,R,France,52000000,23324666,92
923,Bulletproof Monk ,English,2003,Color,PG-13,USA,52000000,23020488,104
924,"Me, Myself & Irene ",English,2000,Color,R,USA,51000000,90567722,116
925,Barnyard ,English,2006,Color,PG,Germany,51000000,72601713,90
926,Deck the Halls ,English,2006,Color,PG,USA,,35092918,93
927,The Twilight Saga: New Moon ,English,2009,Color,PG-13,USA,50000000,296623634,130
928,Shrek ,English,2001,Color,PG,USA,60000000,267652016,90
929,The Adjustment Bureau ,English,2011,Color,PG-13,USA,50200000,62453315,106
930,Robin Hood: Prince of Thieves ,English,1991,Color,PG-13,USA,48000000,165500000,155
931,Jerry Maguire ,English,1996,Color,R,USA,50000000,153620822,139
932,Ted ,English,2012,Color,R,USA,50000000,218628680,112
933,As Good as It Gets ,English,1997,Color,PG-13,USA,50000000,147637474,139
934,Patch Adams ,English,1998,Color,PG-13,USA,50000000,135014968,115
935,Anchorman 2: The Legend Continues ,English,2013,Color,PG-13,USA,50000000,2175312,143
936,Mr. Deeds ,English,2002,Color,PG-13,USA,50000000,126203320,96
937,Super 8 ,English,2011,Color,PG-13,USA,50000000,126975169,112
938,Erin Brockovich ,English,2000,Color,R,USA,52000000,125548685,131
939,How to Lose a Guy in 10 Days ,English,2003,Color,PG-13,USA,50000000,105807520,116
940,22 Jump Street ,English,2014,Color,R,USA,50000000,191616238,112
941,Interview with the Vampire: The Vampire Chronicles ,English,1994,Color,R,USA,60000000,105264608,123
942,Yes Man ,English,2008,Color,PG-13,USA,70000000,97680195,104
943,Central Intelligence ,English,2016,Color,PG-13,USA,50000000,126088877,107
944,Stepmom ,English,1998,Color,PG-13,USA,50000000,91030827,124
945,Daddy's Home ,English,2015,Color,PG-13,USA,50000000,150315155,96
946,Into the Woods ,English,2014,Color,PG,USA,50000000,127997349,125
947,Inside Man ,English,2006,Color,R,USA,45000000,88504640,129
948,Payback ,English,1999,Color,R,USA,50000000,81517441,90
949,Congo ,English,1995,Color,PG-13,USA,50000000,81022333,109
950,We Bought a Zoo ,English,2011,Color,PG,USA,,75621915,124
951,Knowing ,English,2009,Color,PG-13,USA,50000000,79948113,121
952,Failure to Launch ,English,2006,Color,PG-13,USA,50000000,88658172,95
953,The Ring Two ,English,2005,Color,PG-13,USA,,75888270,128
954,"Crazy, Stupid, Love. ",English,2011,Color,PG-13,USA,50000000,84244877,118
955,Garfield ,English,2004,Color,PG,USA,35000000,75367693,80
956,Christmas with the Kranks ,English,2004,Color,PG,USA,60000000,73701902,99
957,Moneyball ,English,2011,Color,PG-13,USA,50000000,75605492,133
958,Outbreak ,English,1995,Color,R,USA,50000000,67823573,127
959,Non-Stop ,English,2014,Color,PG-13,UK,50000000,91439400,106
960,Race to Witch Mountain ,English,2009,Color,PG,USA,65000000,67128202,98
961,V for Vendetta ,English,2005,Color,R,USA,54000000,70496802,132
962,Shanghai Knights ,English,2003,Color,PG-13,USA,50000000,60470220,114
963,Unforgotten ,English,,Color,"",UK,,,45
964,Curious George ,English,2006,Color,G,USA,50000000,58336565,78
965,Herbie Fully Loaded ,English,2005,Color,G,USA,50000000,66002004,101
966,Don't Say a Word ,English,2001,Color,R,USA,50000000,54997476,113
967,Hansel & Gretel: Witch Hunters ,English,2013,Color,R,Germany,50000000,55682070,98
968,Unfaithful ,English,2002,Color,R,USA,50000000,52752475,124
969,I Am Number Four ,English,2011,Color,PG-13,USA,60000000,55092830,109
970,Syriana ,English,2005,Color,R,USA,50000000,50815288,128
971,13 Hours ,English,2016,Color,R,USA,50000000,52822418,144
972,The Book of Life ,English,2014,Color,PG,USA,50000000,50150619,95
973,Firewall ,English,2006,Color,PG-13,USA,50000000,48745150,105
974,Absolute Power ,English,1997,Color,R,USA,50000000,50007168,121
975,G.I. Jane ,English,1997,Color,R,USA,50000000,48154732,125
976,The Game ,English,1997,Color,R,USA,50000000,48265581,129
977,Silent Hill ,English,2006,Color,R,Canada,50000000,46982632,132
978,The Replacements ,English,2000,Color,PG-13,USA,50000000,44737059,118
979,American Reunion ,English,2012,Color,R,USA,50000000,56724080,113
980,The Negotiator ,English,1998,Color,R,Germany,50000000,44484065,140
981,Into the Storm ,English,2014,Color,PG-13,USA,50000000,47553512,89
982,Beverly Hills Cop III ,English,1994,Color,R,USA,55000000,42610000,104
983,Gremlins 2: The New Batch ,English,1990,Color,PG-13,USA,50000000,41482207,106
984,The Judge ,English,2014,Color,R,USA,50000000,47105085,141
985,The Peacemaker ,English,1997,Color,R,USA,50000000,41256277,124
986,Resident Evil: Apocalypse ,English,2004,Color,R,Germany,45000000,50740078,98
987,Bridget Jones: The Edge of Reason ,English,2004,Color,R,UK,40000000,40203020,108
988,Out of Time ,English,2003,Color,R,USA,50000000,40905277,114
989,On Deadly Ground ,English,1994,Color,R,USA,50000000,38590500,101
990,The Adventures of Sharkboy and Lavagirl 3-D ,English,2005,Color,PG,USA,50000000,39177541,93
991,The Beach ,English,2000,Color,R,USA,50000000,39778599,119
992,Raising Helen ,English,2004,Color,PG-13,USA,50000000,37486138,119
993,Ninja Assassin ,English,2009,Color,R,USA,40000000,38105077,99
994,For Love of the Game ,English,1999,Color,PG-13,USA,50000000,35168395,137
995,A Touch of Frost ,English,,Color,"",UK,,,105
996,Striptease ,English,1996,Color,R,USA,40000000,32800000,117
997,Marmaduke ,English,2010,Color,PG,USA,50000000,33643461,87
998,Hereafter ,English,2010,Color,PG-13,USA,50000000,32741596,129
999,Murder by Numbers ,English,2002,Color,R,USA,50000000,31874869,115
1000,Assassins ,English,1995, Black and White,R,France,50000000,30306268,132
1001,Hannibal Rising ,English,2007,Color,R,UK,50000000,27667947,131
1002,The Story of Us ,English,1999,Color,R,USA,50000000,27067160,95
1003,The Host ,English,2013,Color,PG-13,USA,40000000,26616999,125
1004,Basic ,English,2003,Color,R,Germany,50000000,26536120,98
1005,Blood Work ,English,2002,Color,R,USA,50000000,26199517,110
1006,The International ,English,2009,Color,R,USA,50000000,25450527,118
1007,Escape from L.A. ,English,1996,Color,R,USA,50000000,25407250,101
1008,Twisted ,English,,Color,"",USA,,,60
1009,The Iron Giant ,English,1999,Color,PG,USA,70000000,23159305,90
1010,The Life Aquatic with Steve Zissou ,English,2004,Color,R,USA,50000000,24006726,119
1011,Free State of Jones ,English,2016,Color,R,USA,50000000,20389967,139
1012,The Life of David Gale ,English,2003,Color,R,USA,50000000,19593740,130
1013,Man of the House ,English,2005,Color,PG-13,USA,40000000,19118247,100
1014,Run All Night ,English,2015,Color,R,USA,50000000,26442251,114
1015,Eastern Promises ,English,2007,Color,R,USA,25000000,17114882,96
1016,Into the Blue ,English,2005,Color,PG-13,USA,50000000,18472363,110
1017,The Messenger: The Story of Joan of Arc ,English,1999,Color,R,France,390000000,14131298,158
1018,Your Highness ,English,2011,Color,R,USA,49900000,21557240,102
1019,Dream House ,English,2011,Color,PG-13,USA,55000000,21283440,84
1020,Mad City ,English,1997,Color,PG-13,USA,50000000,10556196,115
1021,Baby's Day Out ,English,1994,Color,PG,USA,50000000,16671505,99
1022,The Scarlet Letter ,English,1995,Color,R,USA,50000000,10400000,135
1023,Fair Game ,English,2010,Color,PG-13,USA,22000000,9528092,108
1024,Defiance ,English,,Color,TV-MA,USA,,,43
1025,Domino ,English,2005,Color,R,France,50000000,10137232,127
1026,Jade ,English,1995,Color,R,USA,50000000,9795017,107
1027,Gamer ,English,2009,Color,R,USA,50000000,20488579,95
1028,Beautiful Creatures ,English,2013,Color,PG-13,USA,60000000,19445217,124
1029,Death to Smoochy ,English,2002,Color,R,UK,55000000,8355815,109
1030,Zoolander 2 ,English,2016,Color,PG-13,USA,50000000,28837115,102
1031,The Big Bounce ,English,2004,Color,PG-13,USA,50000000,6471394,88
1032,What Planet Are You From? ,English,2000,Color,R,USA,50000000,6291602,87
1033,Drive Angry ,English,2011,Color,R,USA,50000000,10706786,104
1034,Street Fighter: The Legend of Chun-Li ,English,2009,Color,PG-13,Canada,18000000,8742261,96
1035,The One ,English,2001,Color,PG-13,USA,49000000,43905746,85
1036,Outlander ,English,,Color,TV-MA,USA,,,64
1037,The Adventures of Ford Fairlane ,English,1990,Color,R,USA,40000000,21413502,104
1038,Pirate Radio ,English,2009,Color,R,UK,,7994115,135
1039,Traffic ,English,2000,Color,R,USA,48000000,124107476,190
1040,Indiana Jones and the Last Crusade ,English,1989,Color,PG-13,USA,48000000,197171806,127
1041,Anna Karenina ,English,2012,Color,R,UK,,12802907,129
1042,Chappie ,English,2015,Color,R,USA,49000000,31569268,120
1043,The Bone Collector ,English,1999,Color,R,USA,48000000,66488090,118
1044,Panic Room ,English,2002,Color,R,USA,48000000,95308367,112
1045,The Tooth Fairy ,English,2006,Color,"",USA,1500000,,89
1046,Three Kings ,English,1999,Color,R,USA,48000000,60652036,114
1047,Child 44 ,English,2015,Color,R,Czech Republic,50000000,1206135,137
1048,Rat Race ,English,2001,Color,PG-13,Canada,48000000,56607223,112
1049,K-PAX ,English,2001,Color,PG-13,USA,48000000,50173190,120
1050,Kate & Leopold ,English,2001,Color,PG-13,USA,48000000,47095453,123
1051,Bedazzled ,English,2000,Color,PG-13,USA,48000000,37879996,93
1052,The Cotton Club ,English,1984,Color,R,USA,58000000,25900000,123
1053,3:10 to Yuma ,English,2007,Color,R,USA,55000000,53574088,122
1054,Taken 3 ,English,2014,Color,PG-13,France,48000000,89253340,115
1055,Out of Sight ,English,1998,Color,R,USA,48000000,37339525,123
1056,The Cable Guy ,English,1996,Color,PG-13,USA,47000000,60154431,96
1057,Earth ,Hindi,1998,Color,Unrated,India,,528972,110
1058,Dick Tracy ,English,1990,Color,PG,USA,100000000,103738726,105
1059,The Thomas Crown Affair ,English,1999,Color,R,USA,48000000,69304264,113
1060,Riding in Cars with Boys ,English,2001,Color,PG-13,USA,48000000,29781453,132
1061,First Blood ,English,1982,Color,R,USA,14000000,,93
1062,Solaris ,Russian,1972, Black and White,PG,Soviet Union,1000000,,115
1063,Happily N'Ever After ,English,2006,Color,PG,USA,47000000,15519841,75
1064,Mary Reilly ,English,1996,Color,R,USA,47000000,5600000,108
1065,My Best Friend's Wedding ,English,1997,Color,PG-13,USA,46000000,126805112,105
1066,America's Sweethearts ,English,2001,Color,PG-13,USA,48000000,93607673,102
1067,Insomnia ,English,2002,Color,R,USA,46000000,67263182,118
1068,Star Trek: First Contact ,English,1996,Color,PG-13,USA,45000000,92001027,111
1069,Jonah Hex ,English,2010,Color,PG-13,USA,47000000,10539414,81
1070,Courage Under Fire ,English,1996,Color,R,USA,46000000,58918501,116
1071,Liar Liar ,English,1997,Color,PG-13,USA,45000000,181395380,86
1072,The Infiltrator ,English,2016,Color,R,UK,25000000,14946229,127
1073,Inchon ,English,1981,Color,PG,South Korea,48000000,,140
1074,The Flintstones ,English,1994,Color,PG,USA,45000000,130512915,91
1075,Taken 2 ,English,2012,Color,PG-13,France,45000000,139852971,98
1076,Scary Movie 3 ,English,2003,Color,PG-13,USA,48000000,110000082,84
1077,Miss Congeniality ,English,2000,Color,PG-13,USA,45000000,106807667,109
1078,Journey to the Center of the Earth ,English,2008,Color,PG,USA,45000000,101702060,93
1079,The Princess Diaries 2: Royal Engagement ,English,2004,Color,G,USA,40000000,95149435,113
1080,The Pelican Brief ,English,1993,Color,PG-13,USA,45000000,100768056,141
1081,The Client ,English,1994,Color,PG-13,USA,45000000,92115211,119
1082,The Bucket List ,English,2007,Color,PG-13,USA,45000000,93452056,97
1083,Patriot Games ,English,1992,Color,R,USA,45000000,83287363,117
1084,Monster-in-Law ,English,2005,Color,PG-13,Germany,60000000,82931301,101
1085,Prisoners ,English,2013,Color,R,USA,46000000,60962878,153
1086,Training Day ,English,2001,Color,R,USA,45000000,76261036,122
1087,Galaxy Quest ,English,1999,Color,PG,USA,45000000,71423726,102
1088,Scary Movie 2 ,English,2001,Color,R,USA,45000000,71277420,83
1089,The Muppets ,English,2011,Color,PG,USA,45000000,88625922,103
1090,Blade ,English,1998,Color,R,USA,45000000,70001065,110
1091,Coach Carter ,English,2005,Color,PG-13,USA,30000000,67253092,136
1092,Changing Lanes ,English,2002,Color,R,USA,45000000,66790248,91
1093,Anaconda ,English,1997,Color,PG-13,USA,45000000,65557989,89
1094,Coyote Ugly ,English,2000,Color,PG-13,USA,45000000,60786269,107
1095,Love Actually ,English,2003,Color,R,UK,45000000,59365105,129
1096,A Bug's Life ,English,1998,Color,G,USA,120000000,162792677,95
1097,From Hell ,English,2001,Color,R,USA,35000000,31598308,122
1098,The Specialist ,English,1994,Color,R,Peru,45000000,57362581,110
1099,Tin Cup ,English,1996,Color,R,USA,45000000,53854588,135
1100,"Yours, Mine and Ours ",English,1968,Color,Unrated,USA,2500000,,111
1101,Kicking & Screaming ,English,2005,Color,PG,USA,45000000,52580895,95
1102,The Hitchhiker's Guide to the Galaxy ,English,2005,Color,PG,USA,50000000,51019112,109
1103,Fat Albert ,English,2004,Color,PG,USA,26000000,48114556,93
1104,Resident Evil: Extinction ,English,2007,Color,R,France,45000000,50648679,94
1105,Blended ,English,2014,Color,PG-13,USA,40000000,46280507,117
1106,Last Holiday ,English,2006,Color,PG-13,USA,45000000,38360195,112
1107,The River Wild ,English,1994,Color,PG-13,USA,45000000,46815748,111
1108,The Indian in the Cupboard ,English,1995,Color,PG,USA,45000000,35617599,96
1109,Savages ,English,2012, Black and White,R,USA,45000000,47307550,141
1110,Cellular ,English,2004,Color,PG-13,USA,25000000,32003620,94
1111,Johnny English ,English,2003,Color,PG,UK,35000000,27972410,87
1112,The Ant Bully ,English,2006,Color,PG,USA,50000000,28133159,88
1113,Dune ,English,1984,Color,PG-13,USA,40000000,27400000,177
1114,Across the Universe ,English,2007,Color,PG-13,USA,45000000,24343673,133
1115,Revolutionary Road ,English,2008,Color,R,USA,35000000,22877808,119
1116,16 Blocks ,English,2006,Color,PG-13,Germany,52000000,36883539,102
1117,Babylon A.D. ,English,2008,Color,PG-13,France,70000000,22531698,101
1118,The Glimmer Man ,English,1996,Color,R,USA,45000000,20400913,91
1119,Multiplicity ,English,1996,Color,PG-13,USA,45000000,20101861,117
1120,Aliens in the Attic ,English,2009,Color,PG,USA,45000000,25200412,86
1121,The Pledge ,English,2001,Color,R,USA,45000000,19719930,124
1122,The Producers ,English,2005,Color,PG-13,USA,45000000,19377727,134
1123,Dredd ,English,2012,Color,R,UK,35000000,13401683,95
1124,The Phantom ,English,1996,Color,PG,Australia,45000000,17300889,100
1125,All the Pretty Horses ,English,2000,Color,PG-13,USA,57000000,15527125,220
1126,Nixon ,English,1995, Black and White,R,USA,50000000,13560960,212
1127,The Ghost Writer ,English,2010,Color,PG-13,France,45000000,15523168,128
1128,Deep Rising ,English,1998,Color,R,USA,45000000,11146409,106
1129,Miracle at St. Anna ,English,2008,Color,R,USA,45000000,7916887,160
1130,Curse of the Golden Flower ,Mandarin,2006,Color,R,China,45000000,6565495,114
1131,Bangkok Dangerous ,English,2008,Color,R,USA,40000000,15279680,99
1132,Big Trouble ,English,2002,Color,PG-13,USA,40000000,7262288,74
1133,Love in the Time of Cholera ,English,2007,Color,R,USA,45000000,4584886,139
1134,The Returned ,French,,Color,TV-MA,France,,,52
1135,Shadow Conspiracy ,English,1997,Color,R,USA,45000000,2154540,103
1136,Johnny English Reborn ,English,2011,Color,PG,USA,45000000,8129455,101
1137,Foodfight! ,English,2012,Color,PG,USA,65000000,,91
1138,Argo ,English,2012,Color,R,USA,44500000,136019448,130
1139,The Fugitive ,English,1993,Color,PG-13,USA,44000000,183875760,130
1140,The Bounty Hunter ,English,2010,Color,PG-13,USA,40000000,67061228,110
1141,Sleepers ,English,1996, Black and White,R,USA,44000000,53300852,147
1142,Rambo: First Blood Part II ,English,1985,Color,R,USA,44000000,150415432,96
1143,The Juror ,English,1996,Color,R,USA,44000000,44834712,118
1144,Pinocchio ,English,1940,Color,Approved,USA,2600000,84300000,88
1145,Heaven's Gate ,English,1980,Color,R,USA,44000000,1500000,325
1146,Underworld: Evolution ,English,2006,Color,R,USA,50000000,62318875,102
1147,Victor Frankenstein ,English,2015,Color,PG-13,USA,40000000,5773519,110
1148,Finding Forrester ,English,2000,Color,PG-13,USA,43000000,51768623,136
1149,28 Days ,English,2000,Color,PG-13,USA,43000000,37035515,103
1150,Unleashed ,English,2005,Color,R,France,45000000,24520892,103
1151,The Sweetest Thing ,English,2002,Color,R,USA,43000000,24430272,90
1152,The Firm ,English,1993,Color,R,USA,42000000,158348400,154
1153,Charlie St. Cloud ,English,2010,Color,PG-13,USA,44000000,31136950,99
1154,The Mechanic ,English,2011,Color,R,USA,40000000,29113588,93
1155,21 Jump Street ,English,2012,Color,R,USA,42000000,138447667,109
1156,Notting Hill ,English,1999,Color,PG-13,UK,42000000,116006080,124
1157,Chicken Run ,English,2000,Color,G,UK,45000000,106793915,84
1158,Along Came Polly ,English,2004,Color,PG-13,USA,42000000,87856565,90
1159,Boomerang ,English,1992,Color,R,USA,40000000,70100000,117
1160,The Heat ,English,2013,Color,R,USA,43000000,159578352,123
1161,Cleopatra ,English,1963,Color,Approved,UK,31115000,57750000,251
1162,Here Comes the Boom ,English,2012,Color,PG,USA,42000000,45290318,105
1163,High Crimes ,English,2002,Color,PG-13,USA,42000000,41543207,115
1164,The Mirror Has Two Faces ,English,1996,Color,PG-13,USA,42000000,41252428,122
1165,The Mothman Prophecies ,English,2002,Color,PG-13,USA,32000000,35228696,119
1166,Brüno ,English,2009,Color,R,USA,42000000,59992760,81
1167,Licence to Kill ,English,1989,Color,PG-13,UK,32000000,34667015,133
1168,Red Riding Hood ,English,2011,Color,PG-13,USA,42000000,37652565,100
1169,15 Minutes ,English,2001,Color,R,USA,42000000,24375436,120
1170,Super Mario Bros. ,English,1993,Color,PG,UK,42000000,20915465,104
1171,Lord of War ,English,2005,Color,R,USA,50000000,24127895,122
1172,Hero ,Mandarin,2002, Black and White,PG-13,China,31000000,84961,80
1173,One for the Money ,English,2012,Color,PG-13,USA,40000000,26404753,91
1174,The Interview ,English,2014,Color,R,USA,44000000,6105175,112
1175,The Warrior's Way ,English,2010,Color,R,New Zealand,45000000,5664251,100
1176,McHale's Navy ,English,, Black and White,TV-G,USA,,,30
1177,Micmacs ,French,2009,Color,R,France,27000000,1260917,105
1178,8 Mile ,English,2002,Color,R,USA,41000000,116724075,110
1179,Animal Kingdom: Let's go Ape ,French,2015,Color,"",France,,,101
1180,A Knight's Tale ,English,2001,Color,PG-13,USA,65000000,56083966,144
1181,The Medallion ,English,2003,Color,PG-13,Hong Kong,41000000,22108977,108
1182,The Sixth Sense ,English,1999,Color,PG-13,USA,40000000,293501675,107
1183,Man on a Ledge ,English,2012,Color,PG-13,USA,42000000,18600911,102
1184,The Big Year ,English,2011,Color,PG,USA,41000000,7204138,100
1185,The Karate Kid ,English,1984,Color,PG,USA,8000000,90800000,126
1186,American Hustle ,English,2013,Color,R,USA,40000000,150117807,138
1187,The Proposal ,English,2009,Color,PG-13,USA,40000000,163947053,108
1188,Double Jeopardy ,English,1999,Color,R,USA,70000000,116735231,105
1189,Back to the Future Part II ,English,1989,Color,PG,USA,40000000,118500000,108
1190,Lucy ,English,2014,Color,R,France,40000000,126546825,89
1191,Fifty Shades of Grey ,English,2015,Color,R,USA,40000000,166147885,129
1192,Spy Kids 3-D: Game Over ,English,2003,Color,PG,USA,38000000,111760631,84
1193,A Time to Kill ,English,1996,Color,R,USA,40000000,108706165,149
1194,Cheaper by the Dozen ,English,2003,Color,PG,USA,40000000,138614544,94
1195,Lone Survivor ,English,2013,Color,R,USA,40000000,125069696,121
1196,A League of Their Own ,English,1992, Black and White,PG,USA,40000000,107458785,128
1197,The Conjuring 2 ,English,2016,Color,R,USA,40000000,102310175,134
1198,The Social Network ,English,2010,Color,PG-13,USA,40000000,96917897,120
1199,He's Just Not That Into You ,English,2009,Color,PG-13,USA,40000000,93952276,129
1200,Scary Movie 4 ,English,2006,Color,PG-13,USA,45000000,90703745,89
1201,Scream 3 ,English,2000,Color,R,USA,40000000,89138076,116
1202,Back to the Future Part III ,English,1990,Color,PG,USA,40000000,87666629,118
1203,Get Hard ,English,2015,Color,R,USA,40000000,90353764,107
1204,Bram Stoker's Dracula ,English,1992,Color,R,USA,40000000,82522790,155
1205,Julie & Julia ,English,2009,Color,PG-13,USA,40000000,94125426,123
1206,42 ,English,2013,Color,PG-13,USA,40000000,95001343,128
1207,The Talented Mr. Ripley ,English,1999,Color,R,USA,40000000,81292135,139
1208,Dumb and Dumber To ,English,2014,Color,PG-13,USA,35000000,86208010,109
1209,Eight Below ,English,2006,Color,PG,USA,40000000,81593527,120
1210,The Intern ,English,2015,Color,PG-13,USA,35000000,75274748,121
